,TCGA-A2-A3XY,TCGA-A7-A26G,TCGA-A8-A09X,TCGA-AC-A2QJ,TCGA-AO-A03U,TCGA-AR-A1AR,TCGA-BH-A0BL,TCGA-BH-A0RX,TCGA-C8-A26X,TCGA-D8-A27M
USP31,2.122323676,2.442225997,2.186027208,0.297908001,1.292429615,2.705416745,6.041012928,1.616032481,1.062202902,3.674989529
USP32,3.875982312,4.754717478,3.851585459,1.234867079,7.454760819,5.708710967,6.210776957,2.557340249,3.39589465,6.265249776
USP32P1,0.004810655,0.010365464,0.007105098,0.002331918,0.03521629,0.067154333,0.086968672,0.005371434,0.105025855,0.514210551
USP32P2,0.001910721,0.026466482,0.019754275,0,0.001907371,0.005582659,0.008819404,0.016000904,0.005959244,0
USP33,6.40174735,10.5696028,3.489806076,2.305395172,10.83085522,10.57555972,9.764752357,7.238393704,7.116864731,8.724778814
USP34,3.922537447,9.882088844,5.43130539,0.138260541,6.274141314,11.28277957,7.422729249,2.145156182,2.493990506,9.798872385
USP35,2.563856372,1.30541744,0.646168803,1.600823132,0.993220148,1.262238474,1.530834759,0.843059609,1.104072672,2.27890691
USP36,8.890104443,9.286413494,5.3367443,4.897975123,4.490479993,4.840564743,5.32925234,10.23076718,2.749823657,8.111558669
USP37,0.903621571,2.64401994,1.559647253,0.030828508,1.54219299,3.802813014,2.363707433,0.383906648,0.541336707,3.38084854
USP38,3.393749624,7.451629355,5.402278348,0.970041935,6.037132106,12.13561811,8.9468217,3.494612295,4.323558245,5.914810998
USP39,16.65683147,16.26164745,27.06236141,6.508607242,9.21857196,24.07879273,20.05474796,19.38447367,17.4413609,16.15779617
USP3-AS1,0.489093884,0.316780805,0.371216531,0.093845542,0.105106456,0.231552994,0.258675735,0.301496951,0.44491085,0.236434733
USP4,9.231184947,11.22138229,7.029946107,5.532030787,9.925409132,12.11024592,9.156970582,7.083407864,9.947589242,11.59330707
USP40,4.509213406,3.600030906,6.601565863,3.406934131,4.094009435,5.170969133,4.380167347,2.01041439,4.694005196,6.671810244
USP41,0.533487142,0.064257692,0.570966619,0.022487189,0.015436286,0.007530044,0.00892189,0.025898951,0.036170965,0.026469627
USP42,3.326108132,3.293255149,2.848270852,0.79982148,2.411587935,5.998999977,3.12512423,2.947162942,3.17831211,2.981316406
USP43,1.423242615,0.751335439,1.327238268,0.063574673,2.87058879,1.589546424,1.953422192,1.439998036,1.181680006,3.19012975
USP44,0.098269792,0.082304566,0.074257463,0.013293578,0.180225662,0.073449381,0.087025702,0.061241931,0.035638183,0.133006681
USP45,1.253666309,1.852292983,1.325476559,0.29569913,1.205683043,3.114959491,1.834777721,0.742580286,0.581730587,1.216053218
USP46,2.671038401,2.492032307,1.502562336,0.776855834,3.151398227,5.220224415,2.903807666,1.431090591,1.556329073,3.997997157
USP46-AS1,2.290294118,1.832952013,1.561223227,0.597798739,1.840747664,3.179977616,2.005858892,1.140937764,1.080619073,2.318752794
USP47,5.590725615,14.72914623,10.55125843,2.040558205,7.265773286,12.96013485,9.116914984,6.039817381,4.890715525,8.138639313
USP48,6.713689485,6.762194886,5.972441894,2.78194252,4.365304354,10.30647848,7.113041677,4.588954895,4.947740061,11.61794674
USP49,1.724435492,1.330130095,0.627570788,0.206517268,0.34090715,1.120737451,1.991190121,0.479475647,0.300549218,1.31706491
USP5,40.92746257,14.1974468,60.27760273,28.93274616,17.06676761,13.95373066,37.06324151,19.98132487,28.76641271,37.51007204
USP50,0.012909138,0.029801971,0,0,0.025773013,0.037717344,0.029792657,0,0.010065404,0.0441947
USP51,0.597707426,0.773755729,0.495019119,0.584881217,0.66915092,1.137034863,2.700852789,0.85138027,0.8362576,1.781715619
USP53,1.486333803,5.036440787,5.701845615,0.182742751,7.962571174,3.521111363,3.52535768,1.147226008,2.115435408,5.224845945
USP54,2.924942432,4.985546526,21.09657814,0.367494361,3.100928533,2.225157194,7.643172495,2.285553807,5.044223433,4.31245905
USP6,0.028396666,0.036308161,0.029035704,0.00794135,0.018534501,0.115942626,0.093262649,0.040243339,0.032360229,0.056086486
USP6NL,2.440625088,4.513134323,3.324345995,0.331477819,1.495030725,5.728024893,5.214605567,3.959953641,2.584165233,3.235196511
USP7,19.05101181,19.16995596,28.09176971,6.212931735,15.13052022,19.45220485,17.67747463,18.284705,19.84024993,16.05068046
USP8,2.235264188,6.174209685,3.484587778,0.601892667,3.394050331,3.756252337,2.853255034,1.489307019,2.553840568,3.031996441
USP9X,11.89803836,25.44715448,20.01940972,3.17175983,17.83689067,32.81842134,28.99021619,16.655463,13.50174735,20.45411703
USP9Y,0.001095387,0.001011522,0,0,0,0.002133635,0,0.001834615,0,0
USPL1,3.544952471,5.167586137,4.054489106,1.166543209,4.169285167,5.178742251,4.331766653,3.012889417,2.962541982,8.079848901
UST,1.340676043,1.437311888,1.956206963,2.055554761,0.87785547,4.952237169,2.869990094,0.740949524,1.379765478,2.41651123
UTF1,0.021277204,0,0,0.340359247,0.042479806,0.020722263,0.036828823,0.03563624,0.016590082,0.012140492
UTP11,11.92341535,9.486050936,12.43300475,9.095320489,6.163606453,15.86218238,9.126421732,12.9783661,10.97813532,9.315953285
UTP14A,5.463243706,4.330216874,13.14872278,4.782623941,5.339421576,9.025336606,9.021941273,9.992521281,6.758309176,5.358103609
UTP14C,4.358971471,6.216713742,5.313473802,0.637775555,8.624877612,5.791190454,6.892456409,2.852397777,3.381382234,7.387839333
UTP15,1.884983253,2.407800276,5.320711549,0.985466094,1.996367732,4.039562787,2.669504121,2.550446435,1.982938708,1.937761506
UTP18,13.26787741,14.63313127,10.86365028,8.315086377,11.32995038,14.98368519,11.71370429,11.66775827,10.16523302,10.78399128
UTP20,2.351503608,12.4652457,6.766560484,0.898204362,3.391751217,5.653079512,4.34016144,2.420642471,3.693797383,4.109988766
UTP23,4.851360603,6.367128637,4.126057872,1.969932539,3.28237988,8.799139736,5.19249942,5.978199858,3.42084212,10.9414377
UTP25,3.323962357,4.820014964,3.973716359,1.083372765,2.511693223,7.997277786,4.128585848,3.922043709,2.321644194,7.025981866
UTP3,15.62210221,11.07586722,18.72329821,9.955847556,13.64463446,25.06861551,13.68291749,12.97796067,14.86132851,15.18490867
UTP4,10.31335798,12.30484081,7.593757533,3.777831876,5.48720981,9.765828891,10.81087489,14.17070617,5.024213416,6.139338227
UTP6,6.791820546,6.292972135,5.854105692,5.156253111,4.838713299,8.285541543,7.141462819,11.64379902,4.856711872,6.465767929
UTRN,6.146002955,10.66754728,5.546986834,0.796690732,15.64516857,11.1464485,10.97855348,5.016962366,5.349392747,9.060427891
UTS2,0.089344062,8.079016423,0.111655694,0.129925979,0.013721143,0.093707208,0.063444554,0.138127739,1.211057482,0.070585672
UTS2B,0.067139251,0.035427964,0.018887872,0,0.067021548,0.04981955,0.121745567,0.037482846,0.019942572,0.087562901
UTS2R,0.045353216,0.058633236,0.053587552,0.013190716,0.027164224,0.017668135,0,0.015192016,0.19802959,0.010351178
UTY,0,0,0.001977976,0,0,0,0,0,0,0
UVRAG,6.914046329,8.345910546,4.501963922,0.873573472,4.377538283,9.160724708,4.722624,4.001730443,4.408863997,6.404094
UVRAG-DT,0.153255827,0.096831017,0.083392556,0.175948253,0.056363687,0.157114407,0.186155301,0.189133625,0.075470741,0.220915576
UVSSA,0.938491834,0.724376674,1.242155015,0.411489707,0.881922539,1.080894952,1.101100283,0.342276304,0.647178475,3.530473547
UXS1,8.102502134,6.763560449,7.499107926,3.759391756,4.454424674,6.742407187,6.587111814,6.005901496,7.540687299,7.010273851
UXT,36.28292285,19.66042965,38.81624917,73.01045645,27.22379687,36.17566182,28.79581386,49.45745386,48.53501319,30.1384919
UXT-AS1,0.215106339,0.375203919,0.541268963,0.173784488,0.198823362,0.558656122,0.156286111,0.173464302,0.310594259,0.300023371
VAC14,7.973394537,4.254873028,5.759648532,9.56415243,3.863160026,4.27888445,8.660175827,8.013566088,7.050744888,8.834253996
VAC14-AS1,0.027899751,0.014052922,0.041206542,0.047949192,0.012659472,0.024701894,0.029267771,0.021240022,0.027686601,0.081043347
VAMP1,2.551166525,1.565271096,3.178886952,1.019988731,1.575380796,0.857230251,2.515394903,1.076846557,1.254627291,3.609727603
VAMP2,22.15444635,11.00822606,10.43601184,19.07742081,22.99917835,15.68542167,12.11743411,9.721109495,7.823553857,18.38774033
VAMP3,31.1289355,57.18241264,49.98066352,29.52170283,43.17021404,57.88905388,35.0819849,34.04556006,32.74926127,40.58740073
VAMP4,2.617333288,3.815997073,1.962788227,1.831962703,3.336787084,5.702293674,5.104393504,4.032003332,3.136490282,5.241249521
VAMP5,38.8052303,13.39272911,27.10288606,54.74847938,9.136698189,18.76483168,28.91023644,51.24943902,34.00677205,33.90723665
VAMP7,9.673556925,31.96846789,19.80871809,4.979997474,24.05856613,36.60175998,27.70963184,22.15380937,20.12315401,20.74064824
VAMP8,105.2967259,80.74787387,142.8657678,130.5239115,131.3746452,127.7006542,94.69099636,186.6229237,161.9724591,94.70779059
VANGL1,3.993385178,6.316657608,4.261026466,1.313547615,3.262326722,9.610635594,6.037569819,3.255448429,1.959293846,9.715710369
VANGL2,31.9846029,13.9271206,0.391507747,1.981045529,3.555028732,11.39517256,36.37889768,9.385100894,0.474476354,10.68747705
VAPA,7.85156245,12.08118161,9.99570689,5.033942701,13.10953887,19.90605289,18.18497544,12.15415976,14.54468994,13.51802959
VAPB,7.655100942,5.940417684,6.864786945,2.971181156,5.483715497,4.723782328,10.61013285,5.815595409,5.411153527,6.051229301
VARS1,50.95597941,14.79454418,19.37540527,24.68765687,14.20281494,18.86392673,13.73182949,11.17057836,14.56728448,18.23441138
VARS2,7.315672332,2.292668998,3.06436054,4.381722424,1.979520977,2.987024224,3.108729621,2.245066276,3.246835032,5.059617394
VASH1,6.953314807,3.345959204,7.428965926,9.225197987,7.273724275,5.700764095,6.485794406,3.294305159,4.755875476,7.126970812
VASH1-AS1,0.58104778,0.178853868,0.522798474,0.883820946,0.326683074,0.201640102,0.269738324,0.357947956,0.302033115,0.228647022
VASH2,1.648677742,0.615485808,0.364151776,0.279745974,0.116300507,2.517364987,2.668460227,1.98078234,0.099290346,0.585917011
VASN,20.18285014,6.242242629,16.54691376,63.92513124,26.20353033,3.216976283,16.77002518,15.45065339,19.07843502,7.69406464
VASP,45.30454509,17.85934369,22.99077875,43.3850247,28.05158564,28.79276187,31.49967913,39.48501876,28.88003924,36.38996195
VAT1,54.10133675,35.64156692,28.53378359,65.42809748,36.54247319,38.46994059,79.63942839,138.1967145,57.60610625,66.73013375
VAT1L,0.249926147,0.351681985,0.052732639,0.099515458,0.056431808,0.538974196,0.305565579,0.837180309,0.129913538,0.220697526
VAV1,3.942838962,5.483893524,4.387591323,7.292974014,5.291666461,3.862280887,3.728251773,3.864520567,4.739603465,5.853544344
VAV2,10.63432017,9.356034481,10.50716848,4.044939472,4.048186417,4.325070404,11.2489304,8.900031891,4.540251796,16.84498116
VAV3,3.365426921,8.000770447,8.858512143,0.743465861,9.042670261,40.86182932,7.970140252,3.887214931,10.03954615,2.644715334
VAV3-AS1,0.039770154,0.055087908,0,0,0,0,0.022946122,0.033304629,0.031009249,0.090769297
VAX1,0,0.369194311,0,0.006185142,0,0,0.004907965,0.19945951,0.00994889,0.009707359
VAX2,12.69519148,1.714385001,0.079248375,5.118687999,0.246388428,1.170563975,1.882262177,8.124006476,3.229801194,0.624563195
VBP1,12.72363117,20.92489702,18.27867295,9.242613447,12.75612463,36.426843,29.20264697,23.95614478,18.02477914,27.80075103
VCAM1,9.960635337,8.382514472,11.69395514,7.172941087,6.034967778,23.67640874,15.36361025,14.80135547,9.652893725,20.89450246
VCAN,30.04554307,132.5840557,41.66434002,14.2814618,38.55859174,40.66291739,60.05737019,24.70225929,24.65896432,53.55891915
VCAN-AS1,0.098246339,0.648031451,0.020729278,0.04082053,0.070052929,0.095683928,0.194348681,0.117534579,0.021886802,0.096099535
VCL,27.79718654,31.27258529,39.80876178,5.127025021,16.95773051,23.60973704,62.74936928,17.06684894,13.87929241,23.24596973
VCP,84.76546544,52.57672452,114.332758,46.81663981,59.87508876,105.5956253,61.12949831,103.551703,133.4100468,89.49185856
VCPIP1,3.480206516,9.079915295,4.149010312,1.060448956,3.800381975,7.832723701,5.470305146,7.381956526,3.685649815,10.5624621
VCPKMT,4.887606814,2.74897149,2.795497019,1.332686006,1.727992706,6.568513759,4.084845172,1.735519593,2.166995744,2.624756549
VCX,0.023334337,0,0,0,0.011646714,0,0,0,0,0
VCX2,0,0,0,0,0,0,0,0,0,0
VCX3A,0.061853582,0,0,0.053969253,0,0,0,0,0,0.028234269
VCX3B,0.052378139,0.009673593,0.061887922,0.060935497,0,0,0.012088212,0,0,0.01195451
VCY,0,0,0,0,0,0,0,0,0,0
VCY,0,0,0,0,0,0,0,0,0,0
VCY1B,0,0,0,0,0,0,0,0,0,0
VCY1B,0,0,0,0,0,0,0,0,0,0
VDAC1,49.1342716,44.86216633,191.6988417,43.84121655,55.49672335,74.45112819,65.32870448,84.49579072,74.9765508,50.91041242
VDAC2,24.09088701,21.16487682,36.71927324,13.04336492,13.70421144,20.72321249,29.51264128,21.84797774,22.62356719,15.74584821
VDAC3,17.5443421,16.50146792,49.00556498,15.14160285,18.58544578,71.7552303,25.58103947,28.01905363,28.24515123,38.32055904
VDR,9.768559914,14.70589856,15.18382377,2.164128364,36.89649998,7.722156509,11.47256353,9.443047887,9.70899919,12.40770218
VEGFA,18.70083956,4.499015043,10.23427931,2.351744512,4.664246449,5.790808533,22.89552308,5.042820652,16.3137208,15.28466181
VEGFB,62.34897079,22.90215292,38.05356146,129.701156,40.16231913,24.62742404,42.54659526,48.89024631,46.20400202,51.19489698
VEGFC,5.26941397,3.935993076,6.129973117,4.91874731,2.548849774,4.587078478,4.924323096,5.588351533,6.583314851,4.956922564
VEGFD,1.120546725,0.09502856,0.135101363,1.745916614,0.547877028,0.328509953,1.556925811,0.880925216,0.267460175,0.358829624
VENTX,0.604660726,0.163995812,0.405933533,3.664816948,0.519181004,0.424165722,0.600154202,0.396589367,0.349474558,0.694848167
VENTXP1,0.009063964,0,0,0,0,0,0,0,0,0
VEPH1,0.664836346,0.390213018,0.244095634,0.778371016,0.307463311,0.230464829,0.864701882,0.981394006,0.360230577,1.161615716
VEZF1,8.723684121,18.64490027,12.41450871,2.685152504,9.686271127,13.53480339,9.190596706,6.348738043,5.969782241,14.76131305
VEZT,4.114199071,8.017665342,8.827173916,1.005675768,4.080326734,8.304005075,6.418161573,4.917884607,6.784021306,7.473206632
VGF,2.339776425,0.079867959,0.376500118,0.635495938,0,0.11083422,0.068286776,3.354603789,0.241353794,0.285710126
VGLL1,2.012870482,12.83430284,8.175500944,1.208033376,13.15640378,0.40452117,20.47132086,18.27440749,0.049824076,20.919422
VGLL2,0.005517195,0.005094788,0,0.850461245,0,0,0.006366495,0,0.008603642,0.037776465
VGLL3,1.515476881,3.996040535,1.939846014,0.448500315,1.530867738,4.702328059,4.343072008,0.888816916,1.432887731,2.651780624
VGLL4,12.94249506,12.04779755,8.235926092,1.025755283,8.904743047,10.94323975,11.80517001,2.983493049,7.558572249,11.85780524
VHL,9.98323855,20.55839402,18.58519789,2.884871997,10.78819432,23.42648908,19.16295834,2.872379947,7.690647089,10.23567637
VHLL,0,0,0,0,0,0,0.021011316,0,0,0
VIL1,0.012451162,0,0.002627107,0,0,0.005197036,2.019709691,0.140019012,0.008321413,0.014208937
VILL,1.446424421,0.705577765,0.362131787,2.100656223,1.565319505,0.849662391,1.074704792,0.623942366,1.150023686,1.101860214
VIM,368.2072955,297.6619088,177.9950863,634.0531762,221.0448941,234.0705156,307.0105241,301.3900118,240.9798203,250.7669658
VIM-AS1,5.394396174,3.737469344,3.458865329,0.557122359,2.010870738,1.787342017,4.45646632,2.297517798,0.549246656,9.06820364
VIP,0.085478214,0.021527408,0.045908023,0.033901141,0.046542742,0.03784037,0.044834752,0.052059508,0.048471528,0.106413248
VIPAS39,8.461302133,7.761192958,7.271830854,5.110768976,6.321549784,10.26833009,7.941742834,4.943272174,5.038940046,7.580194355
VIPR1,0.595106176,1.673260385,2.287219279,0.3466511,3.406293321,0.157478256,0.917543444,0.485794736,2.633295864,0.405188905
VIPR2,0.167355277,0.074006135,0.066145532,0.030849908,0.03294178,0.045912789,0.116958431,0.071060929,0.113948005,0.096835648
VIRMA,10.92381571,13.12457599,7.330229644,4.894152595,5.237296425,12.13696763,9.683167574,10.67048329,7.527482997,12.18949873
VIT,1.658876381,0.398286069,0.240107623,0.757484893,0.089422281,0.080780521,0.482388095,0.539005341,0.237993898,0.67771758
VKORC1,15.08411523,13.56609921,12.64521933,69.30352461,8.406498573,34.22358383,17.11439277,20.22978776,29.8915575,11.47572898
VKORC1L1,12.21705228,18.15475435,18.80518388,4.809490855,8.427589446,29.98684674,21.22962828,9.715421427,12.03941064,21.04958309
VLDLR,5.869082966,2.519391404,2.295076715,0.895085946,1.806450436,4.599249633,4.369534734,1.871934812,9.670326823,3.317987629
VLDLR-AS1,0.858574684,0.138201554,0.158993742,0.034363955,0.023589069,0.097170971,0.312068237,0.153913135,1.297936838,0.53034111
VMA21,5.372629463,13.5111729,10.2409127,4.337434953,7.058754721,18.78539073,12.17693964,11.42350065,12.40575117,9.449596387
VMAC,3.65880126,5.375625014,3.887558199,3.406839025,2.245945392,2.51563587,2.237043281,1.737780555,1.839423536,2.12505462
VMO1,4.246021147,0.382185224,1.675328404,23.53946596,2.953232588,1.149517877,1.043605626,6.906085945,1.38641851,1.556840393
VMP1,21.86976655,23.15861077,23.04779241,34.69963109,12.83804403,21.1641694,27.53446042,13.83711007,31.77010117,22.70276483
VN1R1,0.073235902,0.299499041,0.123618034,0.083679483,0.271542183,1.401042522,0.996006018,0.192750715,0.22841152,0.34623877
VN1R2,0.008430728,0,0,0,0.008415948,0.016421684,0,0,0,0
VN1R3,0,0,0,0,0,0,0,0,0,0
VN1R4,0.011745098,0,0,0,0,0,0,0,0,0
VN1R5,0.05741074,0.381709869,0.016958561,0,0,0.03354803,0.013249673,0.019230938,0,0
VNN1,0.499329268,6.781092071,0.47409715,1.596344244,163.5482568,1.543828626,0.763686239,0.829666979,3.979846441,2.11647933
VNN2,0.635778706,1.238958361,1.615655545,0.319517928,0.88666309,0.519032487,1.046527913,1.017859272,3.032664525,1.883187124
VNN3,0.04160562,0.017732405,0.05672255,0.065157886,0.015974108,0.012467841,0.014772386,0.021441045,0.623853524,0.014608995
VOPP1,7.808922433,8.78337528,7.157954308,11.27247054,7.298151771,14.9646728,7.586401135,8.92034426,24.41566186,12.82101091
VPREB1,0.032606259,0,0,0,0,0,0,0.081916153,0.025423477,0.0186047
VPREB3,2.138917133,1.118013605,1.788155128,0.146719691,0.080572353,0.864695883,2.095620411,4.055521005,2.3600072,12.38859543
VPS11,6.61598768,11.21638112,6.099868272,5.94538886,9.144218632,9.964489891,6.956349733,7.224347346,8.295942696,6.013834723
VPS13A,0.776465198,1.912984608,2.341309177,0.074449564,2.167127391,3.837458721,2.025475858,0.934008817,0.575005385,4.607067672
VPS13B,3.169996059,6.22925621,3.715089465,1.025844134,2.590355828,4.987040251,3.397965672,1.618067804,1.898114429,9.076140984
VPS13B-DT,5.798122189,4.187647451,1.961480691,5.181521701,0.582029231,1.861268231,1.569877045,3.689101124,3.838945046,2.73538054
VPS13C,2.217176678,6.418776773,3.886324935,0.352491893,7.192382777,4.829342979,4.889609316,1.751975678,4.122540238,10.01718912
VPS13D,3.601739342,6.411273578,10.46303985,1.098679366,7.419744698,6.852754032,4.005793761,2.520446655,3.934233249,11.96864444
VPS16,14.14201977,7.294950148,8.954684695,17.77741953,7.604674439,4.614815376,15.54210275,9.15566417,9.728598845,11.27398381
VPS18,8.964889169,4.665615186,11.61086354,14.33664082,10.02647211,6.774056163,8.569897658,8.502838658,14.09857072,5.939168043
VPS25,18.80634479,8.605232283,18.10395493,32.53832604,13.84108338,12.2720665,16.78559405,23.79708535,14.67550124,11.42888906
VPS26A,18.99673572,46.85281934,35.33926215,5.447765899,15.02391864,44.23559446,31.4910646,23.20624482,16.07726495,15.2167661
VPS26B,11.92913538,10.8615289,14.31259628,7.993201834,10.02997158,14.21416685,9.339836129,12.63391025,12.14511228,12.21354236
VPS26C,4.498207126,5.193796852,7.497780657,2.557664464,5.128398624,11.05983906,6.818545835,2.741797015,5.219165692,6.715944753
VPS28,67.62199842,12.36469455,16.66983778,136.9484472,14.07381376,17.96425041,15.53017761,43.572192,19.64289074,43.04527399
VPS29,13.3055318,14.4426049,15.43933567,11.37760709,14.33452663,19.33508809,14.00459488,22.53523311,21.50813496,13.18039592
VPS33A,1.424772896,2.455049366,3.794040627,1.65422463,1.953388126,2.484351256,2.033935483,2.741635084,3.382364072,1.810295061
VPS33B,4.853594434,1.886856959,4.336454466,2.400322434,3.378084247,3.083609128,2.934901645,2.815884765,4.884799217,3.49413151
