,TCGA-A2-A3XY,TCGA-A7-A26G,TCGA-A8-A09X,TCGA-AC-A2QJ,TCGA-AO-A03U,TCGA-AR-A1AR,TCGA-BH-A0BL,TCGA-BH-A0RX,TCGA-C8-A26X,TCGA-D8-A27M
LOC101928251,0.016224336,0,0.151762727,0,0,0,0.006240619,0.027173416,0,0.012343189
LOC101928253,0,0,0,0,0,0,0,0,0,0
LOC101928254,0,0,0,0,0,0,0.007405448,0,0,0.007323539
LOC101928266,0.008680439,0.004007924,0.150641771,0.006311637,0,0.114129545,0.057595899,0.00726924,0,0.047052966
LOC101928283,0.083959565,0.108183423,0.112468831,0.088022505,0.218301996,0.344193702,0.069846626,0.101377303,0.076121214,0.209450441
LOC101928295,2.550043278,0.250807833,0.016714291,0.076799642,0.323845052,0.81559856,0.11317649,1.326775566,2.835383868,0.060267141
LOC101928304,0.122737948,0.242873326,0.090638917,0.637457345,0.245045545,0.05976838,0.263030545,0.32303592,2.351490555,0.200093287
LOC101928335,0.017668224,0.152278089,0.008698362,0,0.005879083,0.034414821,0.13592009,0.088775161,0.018368158,0.067208367
LOC101928336,0,0.00782007,0.018761174,0.018472448,0,0,0.014658049,0,0.013205865,0.009663948
LOC101928343,0.099099672,0.015778001,0.403766288,0.054663472,0.027289914,0.069890176,0.043375942,0.080127127,0.02131563,0.023397916
LOC101928371,0.014091428,0.032531401,0.010406169,0,0.014066724,0.027447806,0.016260618,0.011800552,0.01098725,0.056282679
LOC101928372,0.005762576,0,0.008511038,0,0.005752474,0.00561228,0.013299297,0.028954445,0,0
LOC101928380,0,0,0,0,0,0,0,0,0,0
LOC101928386,0.02353511,0.021733215,0.017380093,0,0.02349385,0.01146064,0.081474089,0,0,0.107430583
LOC101928389,0,0.021942995,0,0,0.007906875,0.030856703,0.018280115,0,0.012351818,0.018077926
LOC101928392,0,0,0.023733129,0,0,0,0,0,0,0
LOC101928401,0.197588457,0.016587336,0.013264923,0,0,0,0.005181922,0.030084736,0,0.005124607
LOC101928402,0.566358715,0.104599432,0,1.482498959,0.037691055,0.257407377,0.174277907,0.505903438,0.647674778,0.344700582
LOC101928404,0.004674843,0.012950784,0,0,0.018666591,0,0,0.007829687,0,0
LOC101928414,0.203032788,0.046872048,0.012494555,0.024604539,0.008444869,0.057673405,0.078095667,0.184194052,0.118730259,0.212387678
LOC101928416,0,0,0,0,0,0,0,0,0,0
LOC101928417,0,0,0,0,0,0,0,0,0,0
LOC101928424,0.586983339,1.149787595,0.210168522,0.439735026,0.319611428,0.294498696,0.61576515,0.32770407,0.443808676,0.446566578
LOC101928436,0.038585777,0.053447359,0,0.084168349,0.019259065,0.037579402,0.044525547,0.032312798,0,0.154115738
LOC101928438,0.063776491,0.051531931,0.105969038,0,0.055706597,0.100933796,0.082793293,0.06676025,0.024863634,0.136462585
LOC101928441,0,0,0,0,0,0,0.008148967,0.023655267,0,0.032235338
LOC101928445,0.206608581,0.046252174,0.332891545,0.009104681,0.09374835,0.079268454,0.122818942,0.041944181,0.087870054,0.150039432
LOC101928446,0,0.002815574,0.004503239,0,0.003043667,0,0.007036735,0,0,0.003479452
LOC101928475,0,0,0,0,0,0,0,0,0,0
LOC101928489,0.224591515,0.120981199,0.05528508,0.09979616,0.093415741,0.571138344,0.129582205,0.020897684,0.0681009,0.377327462
LOC101928495,0,0.017787906,0,0,0,0,0,0,0,0
LOC101928516,0,0,0,0.107024229,0,0.017919027,0.04246233,0,0.143458335,0.020996336
LOC101928517,0.013963543,0.006447233,0,0.071071251,0.027878125,0.027198705,0.024169568,0.011693457,0.021775071,0.015934826
LOC101928521,0.08892931,0.067628816,0,0,0,0.040757601,0,0,0,0
LOC101928525,0.286508891,0.050879461,0.19530432,0.272423132,0.044001016,0.085857327,0.241601916,0.055368572,0.137473413,0.12575245
LOC101928530,0.332671966,0.040960258,0.229291964,0.225763272,0.088557,0,0.281513773,0.482887111,0.345850905,0.202472774
LOC101928532,0.026527721,0,0,0,0,0,0,0,0,0
LOC101928535,0,0,0.205827526,0,0,0,0,0,0,0
LOC101928557,0.060337562,0.055717998,0.044557787,0,0,0.029381935,0.034812866,0,0,0.103283446
LOC101928565,0.006700524,0,0,0.00974404,0,0,0.007731981,0,0,0.007646461
LOC101928590,0,0,0,0,0,0.009882794,0,0.016995519,0,0
LOC101928596,0,0,0,0,0,0,0,0,0,0.049459679
LOC101928618,0,0,0,0,0,0,0,0,0,0
LOC101928622,0,0.004241221,0,0,0,0,0,0,0,0
LOC101928626,0,0,0.019611194,0,0.006627445,0.006465927,0,0.011119507,0,0.015152695
LOC101928627,0,0.006107723,0,0,0,0,0,0,0,0.00754785
LOC101928651,0.010632476,0.003272811,0,0,0,0.003451722,0.012269205,0.005935953,0,0.0040445
LOC101928659,3.959708964,0.198417211,0.272013623,3.571032866,0.33705766,0.328843197,0.991776022,1.13102851,0.430804307,0.455374397
LOC101928661,0,0,0,0,0,0,0,0,0,0
LOC101928673,0.663448781,0.717253251,0.294760891,0.329444213,0.193839709,0.351965189,0.454367401,0.307155659,0.277574905,0.418564992
LOC101928674,2.372667988,0.602767436,0.091816046,0.873896069,0.682626876,0.191724542,0.561928893,3.887109919,0.21004329,0.44930038
LOC101928682,0,0.009378277,0,0.007384407,0,0,0.017578774,0,0,0
LOC101928696,0,0.035117832,0,0.0184344,0.050617029,0.012345859,0.043883572,0.063693816,0,0.014466065
LOC101928708,0,0,0,0,0,0,0.009815929,0,0,0
LOC101928721,0,0,0,0,0,0,0,0,0,0
LOC101928725,0.185161975,0.268691665,0.312542873,0.089755455,0.378476506,0.420776243,0.264537884,0.147675968,0.247496457,0.160991962
LOC101928728,0.818539373,0.210279726,0.163616194,1.36038497,0.32561302,0.539452318,0.738589772,0.298925694,0.268726153,0.316047346
LOC101928731,0.018946428,0.040823654,0.065293504,0.16531372,0.088261659,0,0.02915064,0.042310036,0.019696999,0
LOC101928733,0.015780593,0,0.005826788,0,0,0,0.004552452,0,0,0
LOC101928737,0.308629302,0.050294122,0.013406768,0.039601332,0.054368512,0.04420291,0.115221345,0.015203219,0.028310804,0.082870494
LOC101928739,0.105203955,0,0,0,0,0,0,0,0,0
LOC101928748,0,0,0,0,0.008057235,0,0.018627737,0,0,0
LOC101928782,0,0,0,0,0,0,0,0,0,0
LOC101928797,0,0,0,0.055118714,0.368902284,0,0.010934295,0.047611005,0,0.010813355
LOC101928809,0.036524815,0.006745681,0.010789067,0.010623028,0,0.007114439,0.07586519,0,0.011391528,0.166724614
LOC101928834,0.017167173,0.073979825,0.388777568,6.590722164,0.039986512,0.072450851,0.052826218,0.057505063,0.098159915,0.045711688
LOC101928837,1.808081534,0.481630155,1.181158966,1.365239154,1.249554282,0.033863925,0.762342767,0.873540894,0.759113427,0.317436129
LOC101928844,0.113970951,0.239193427,0.076513372,0,0.082742652,0.020181531,0.21520681,0.034706339,0.58165834,0.153708025
LOC101928847,0.043626349,0.023020702,0,0,0.037328457,0.012139574,0.007191721,0,0.009718848,0.056897413
LOC101928850,0,0,0,0,0.0531342,0,0.04606589,0,0,0
LOC101928855,0,0.024833115,0.017022076,0.022346819,0.003834982,0,0.004433099,0,0,0.008768133
LOC101928858,0.011362027,0.038471135,0,0.027538157,0.045368432,0.003688563,0.039333183,0.006343251,0.011812139,0.06050821
LOC101928881,0,0.0139809,0,0,0,0,0,0.025357399,0,0
LOC101928894,0,0.012079141,0,0.038044213,0.013057687,0,0,0.021908146,0,0
LOC101928896,0.171671726,0.063411278,0,0.07489457,0.017137076,0.133755417,0.059429496,0,0.026770886,0
LOC101928909,0.08050855,0.008260517,0.039635706,0,0,0.026136256,0.061934518,0,0,0
LOC101928924,0,0,0,0,0,0.056149083,0,0,0,0.032895899
LOC101928932,0.022878927,0.126763624,0,0.133084032,0.022838817,0.044564421,0.052801671,0,0.035677928,0.026108827
LOC101928937,0,0.010950358,0,0,0.01183746,0,0,0,0,0
LOC101928940,0.009623818,0.014811665,0.004737966,0.009330103,0.016011576,0.018745628,0.014807036,0.005372834,0.005002535,0.036608154
LOC101928942,0,0,0,0,0,0,0,0,0,0.017088259
LOC101928963,0.421164178,0.476739429,0.140460309,1.42250084,0.135621234,0.436642789,0.360578297,0.36407179,0.169489847,0.263566587
LOC101928978,0,0,0,0,0.006849099,0.150349029,0.003958654,0.011491396,0,0.007829737
LOC101928982,0.122531665,0.041145599,0.032904212,0.210585909,0.100077424,0.075941,0.244225647,0.16790958,0.138966336,0.216100749
LOC101928988,0.137785777,0.063618311,0.067834243,0,0.183392295,0.03354803,0.066248365,0.019230938,0.071622109,0.340681219
LOC101928994,0,0,0.009404851,0.009260115,0,0,0,0,0,0
LOC101929006,0,0,0,0,0,0,0,0,0,0
LOC101929022,0,0,0,0,0,0,0,0,0,0
LOC101929054,0.860837813,0.51618854,0.115583143,0.178835445,0.100441012,0.163321925,0.206410891,0.28086601,0.191772913,0.459287696
LOC101929058,0,0,0,0,0,0,0,0,0,0.011210334
LOC101929066,0.107383754,0.099162239,0.158600455,0.156159671,0.187592119,0.21570249,0.441443849,0.179852258,0.136058576,0.199133188
LOC101929073,0,0,0,0,0,0,0,0,0,0.058405608
LOC101929076,0.006197816,0.017169897,0.036615463,0.117168897,0,0.012072336,0,0.031141337,0.009665018,0.021218352
LOC101929089,0.432094802,0.603911207,0.448452567,0.509482037,0.326417406,0.193352085,0.377326551,0.293390395,0.910565713,0.306518615
LOC101929099,0.253008484,0.28036518,0.308286765,0.036793016,0.183109573,0.394255434,0.233564636,0.042375262,0.019727364,0.368126405
LOC101929106,0.013809494,0.004250737,0,0,0,0,0.005311761,0.007709635,0.007178282,0.01050602
LOC101929109,0.015502346,0.014315455,0.045792386,0,0.007737584,0.007549011,0,0,0.036262075,0.053072602
LOC101929116,0,0,0,0,0,0,0.006757207,0,0,0
LOC101929124,0,0.01355168,0,0,0,0,0.004233577,0.012289458,0,0
LOC101929128,0.211009076,17.70571527,0.103883298,0.204569168,0.16851132,0.137003763,1.996627295,55.76804869,9.981257119,1.139777096
LOC101929140,0.171269419,0.066592291,0.099851211,0.111423156,0.067487827,0.179971073,0.114419732,0.173620651,0.119483826,0.334319175
LOC101929141,0.009468356,0,0,0,0.009451757,0.009221407,0,0,0,0
LOC101929148,0.003869495,0,0,0,0,0,0,0,0,0
LOC101929162,0.086176402,0.165788676,0.254556506,0.041773167,0.136206763,0.174851652,0.256892143,0.024055502,0.022397579,0.147513347
LOC101929172,0,0,0,0,0,0,0,0.010954073,0,0
LOC101929210,0,0.010908322,0,0,0,0,0,0,0,0.269607461
LOC101929217,0.127773662,0,0,4.211718174,0,0,0.049147576,0.428004812,0.199253203,0
LOC101929227,0,0,0,0,0,0,0,0,0.003040026,0.002224667
LOC101929237,0,0,0,0,0.015271295,0,0.003530611,0.005124426,0,0
LOC101929240,6.623603272,2.688705738,1.997307802,2.44817923,4.215144433,4.609669781,5.732414578,1.594701785,1.936687523,4.629692066
LOC101929243,5.523821674,1.208885442,2.310763371,4.620052719,2.103659478,1.243873337,2.192262367,1.925188959,5.0538641,2.7692288
LOC101929268,0.036324637,0.03354355,0.01532848,0.113194365,0.005180136,0.015161673,0.029940239,0.008691216,0.008092211,0.017765449
LOC101929269,0,0,0,0,0,0,0.022227933,0,0,0
LOC101929290,0.037834619,0.052406888,0.10865526,0,0.044063005,0.059365958,0.067913624,0,0.013111151,0.069561119
LOC101929295,0.77046077,0.23502103,0.095681985,0.037010869,0.265608578,0.128441028,0.27232561,0.151129143,0.180401553,0.425092922
LOC101929297,0.023854385,0.014685364,0.011743913,0.01156318,0.031750087,0.015488152,0.018350968,0,0,0.036295992
LOC101929315,0,0,0.043982848,0,0,0,0,0,0,0
LOC101929331,0.380033498,2.06663121,1.621506022,3.162400739,3.2456976,1.398237378,3.240283666,0.848668203,0.921873596,2.192514465
LOC101929340,0.240094852,0.096075508,0.271866238,0.11638363,0.127826099,0.226038394,0.13852714,0.214466217,0.199685048,0.283122894
LOC101929341,0,0,0,0,0,0,0,0,0,0
LOC101929353,0,0.021609262,0,0.034030042,0,0,0.027003136,0.03919309,0.036491873,0
LOC101929384,0,0,0,0.023398434,0,0,0,0,0,0.036723003
LOC101929413,0,0,0,0,0,0,0,0,0,0
LOC101929415,0.027992865,0.007385622,0,0,0,0.007789363,0,0,0,0.018254124
LOC101929420,0,0.005060762,0,0,0,0.010674826,0,0,0,0
LOC101929427,4.026973615,2.081514356,0,0.405139557,0.707909353,0,1.081347798,0.890796023,0,1.763044181
LOC101929439,0.047060223,0.009657155,0.01544569,0.007603994,0.005219747,0,0.006033836,0,0.016308178,0.011934196
LOC101929452,0.033132874,0.015298078,0,0.096365019,0,0.048403079,0.019116621,0.055492773,0,0.07562072
LOC101929457,0.038727413,0.017881182,0.004766538,0.131409141,0.006443253,0.078577801,0.160135534,0.005405235,0.015098106,0.025780241
LOC101929460,0.421716925,0.109527029,0.058392646,0.153317364,0.0789333,0.115514415,0.410598004,0.110361698,0.061653293,0.195508708
LOC101929464,0.251201281,0.162378166,0,0,0,0.146789746,0.260883357,0.126217746,0.195864543,0.200664982
LOC101929470,0.005934842,0.016441377,0.122716528,0.01726114,0.005924438,0.011560105,0.013696865,0.049700012,0.046274651,0.08127222
LOC101929473,0,0,0,0,0,0,0.006077728,0,0,0
LOC101929488,0,0,0,0,0,0.006427791,0.007615898,0,0,0.007531662
LOC101929494,0.236708899,0.063754248,0.218504533,6.956253275,0.05907348,0.067239427,0.125192423,0.346896528,0.26146661,0.112552474
LOC101929524,0.044117788,0.047530049,0,0,0.022020222,0.035805942,0.042424282,0.036945457,0.022932766,0.092301097
LOC101929528,0.142711452,0,0,0,0,0,0,0.011951052,0.022254754,0
LOC101929532,0.148049829,0.257023896,0.126824089,0.150707981,0.070939334,0.222050242,0.355347497,0.054551652,0.078496591,0.341280111
LOC101929536,0.051458456,0.142556083,0,0.059865559,0.010273649,0.020046537,0,0,0,0.176169089
LOC101929538,0.027292379,0,0,0,0,0,0,0.009142157,0,0
LOC101929551,0,0,0,0,0,0,0,0,0,0
LOC101929552,0.30155343,0.379726224,0,0.039865929,0.109463553,0.16019371,0.158169816,0.114785997,0.021374972,0.312840729
LOC101929572,0,0,0,0,0,0,0,0,0,0
LOC101929574,0.782168536,0.399157031,0.182403784,1.616370102,0.205472973,0.060139612,0.427534599,0.310267702,0.096294608,2.020072224
LOC101929577,0.034908856,0.009670849,0,0.065994733,0.017423828,0.030598543,0.044310875,0.011693457,0.027218839,0.027885945
LOC101929586,0.004884469,0,0,0,0,0,0.016909106,0,0,0
LOC101929592,0.02624491,0.048471094,0,0,0,0.102241614,0,0,0,0.059899995
LOC101929595,0.035746939,0.007335574,0.017598816,0.017327979,0.003964919,0.027078027,0.027499805,0,0.006193845,0.036260855
LOC101929626,0.181546648,0.201176489,0.160881214,0.528017765,0.07249135,0.247536298,0.41898671,1.337883281,1.415540209,0.165740988
LOC101929653,0,0,0,0,0,0,0.006024878,0,0,0
LOC101929657,0.017927269,0.019865666,0.058250903,0.010428082,0.014316672,0.010475819,0.012412161,0.042035816,0,0.032733
LOC101929662,0,0,0.006803734,0,0,0,0,0,0,0
LOC101929698,0.048651631,0.032090547,0,0,0.027752194,0.020306882,0.192483109,0.1978908,0.021676708,0.007931422
LOC101929704,0.652802305,1.488898843,0.278792237,0.434627786,0.494631871,0.275758373,1.061870279,0.461050977,0.490600006,1.068076228
LOC101929705,0.830955456,0.450500401,0.33255324,0.109145136,0.123086902,0.1566354,0.773282309,0.233451521,19.9471317,0.556722967
LOC101929709,3.191978844,1.078758839,0.481159774,0.823089423,0.298928706,1.112091101,1.308155925,0.699953688,0.915989427,3.415408651
LOC101929710,0.066176681,0.038193789,0.061087289,0.060147185,0.578030823,0.064450695,0.05727278,0.027709093,0.051598724,0.084958964
LOC101929718,0.158483211,0.040652617,0.40312367,0.153646371,0.09668106,0.094324837,0.233679497,0.02949294,0.096110927,0.241142467
LOC101929719,0.28466751,0.096263278,0.227984925,0.037898604,0.05403203,0.031238643,0.067085641,0.104085101,0.087532949,0.084645326
LOC101929759,0.050061465,0.092457319,0,0,0,0.073133681,0.079430678,0.157210715,0.019516752,0.149963154
LOC101929773,0,0,0,0,0,0,0,0,0.272517704,0
LOC101929777,1.104787173,7.983280967,0.260067786,0.607122965,2.786894312,1.111930635,1.26174551,1.036961974,0.212585789,0.819976194
LOC101929798,0.044516683,0,0.164372307,0,0,0.065033432,0.051369437,0.037279503,0.034710172,0.152403784
LOC101929823,0.056827621,0.010495357,0.117504192,0,0.045382396,0.011069094,0.104920772,0.038071219,0.017723661,0.025940072
LOC101930071,0.526519794,0.15396599,0.207371602,0.765675951,0.236518533,0.131045662,0.344289982,0.30864558,0.319303889,0.303763292
LOC101930085,3.144621364,2.914688088,1.21630028,1.508697617,2.238040973,9.122167236,4.301676692,2.375698455,3.551024167,1.82939575
LOC101930094,0,0,0,0,0,0.026698952,0,0,0,0
LOC101930100,0.043700104,0,0,0,0.029082328,0,0,0,0,0.099738807
LOC101930112,8.127111407,2.674800357,3.34806704,7.085463484,3.204751135,2.712442419,5.830833955,4.674982225,3.448096397,4.914642842
LOC101930275,0.081825298,0.237476141,0.742375894,0.20398635,0.163363697,0.091075626,0.472106107,0.039155869,0.656229922,0.666977622
LOC101930370,0.1425737,0.216054109,0.232171612,0.138222411,0.233556923,0.160217499,0.143428596,0.079596776,0.171025173,0.417182914
LOC101930421,0.014856805,0.027438676,0.021942761,0.140432969,0,0.021703976,0.077147161,0.0124415,0.011584022,0.016954193
LOC102031319,0.092897077,0.042892346,0,0,0,0,0.053598677,0,0,0.053005844
LOC102467222,0.011722726,0,0,0,0,0,0,0.019633872,0,0
LOC102546294,0.03632719,0.083864769,0.008942242,0.070436998,0.096702676,0.053069584,0.048905827,0.04056186,0.075532613,0.172731785
LOC102546299,0.003911301,0.001805922,0,0.002843947,0,0.001904644,0,0,0,0
LOC102606465,1.763981387,0.724412454,2.022798019,2.395043962,0.934525808,2.490429323,1.880483167,1.328397329,0.743457667,1.256275836
LOC102723313,0.157031615,0.111545355,0.160565451,0.052698142,0.036174535,0.141171689,0.097571684,0.060693518,0.113020953,0.055138562
LOC102723322,0.175840896,0.140235689,0.059024601,0,0.015957511,0.28023497,0.36892596,0.160640767,0.012464107,0.08209022
LOC102723335,0.097380243,0.089924618,0.086295461,0,0.155535238,0.018968084,0.044948258,0,0.030371401,0.400059932
LOC102723360,0,0,0,0.004602675,0,0,0,0,0,0
LOC102723385,0.159166329,0.130649099,0.156720493,0.128590533,0.017654143,0.017223893,0.163260339,0.088860194,0.220629026,0.14127276
LOC102723427,0,0,0,0,0,0,0,0,0,0
LOC102723517,1.788811362,0.867888536,0.016990259,0.060223634,3.922744053,0.427976709,0.92522838,1.556764169,0.048435288,7.58776183
LOC102723536,0,0,0,0,0,0,0,0,0,0
LOC102723544,0,0,0,0,0,0,0.028237872,0,0,0
LOC102723566,0.761429427,0.389505259,0.525888969,0.342541832,0.699943179,1.056337427,0.632116131,0.376162959,0.170847577,1.087716723
LOC102723582,0.195851846,0.145471965,0.301840091,0.23527931,0.246510709,0.431246712,0.397957664,0.385071088,0.139428997,0.466436761
LOC102723604,0,0.042973428,0,0,0,0,0,0,0.036284925,0
LOC102723623,0,0,0,0,0,0,0,0,0,0
LOC102723655,0,0.003783779,0,0,0,0,0,0,0,0
LOC102723655,0.071612138,0.015559852,0.006221621,0,0.008410187,0,0.024304671,0.007055293,0.006569037,0.024035847
LOC102723655,0,0,0,0,0,0,0,0,0,0
LOC102723655,0,0,0,0,0,0,0,0,0,0
LOC102723655,0,0,0,0,0,0,0,0,0,0
LOC102723655,0,0,0,0,0,0,0,0,0,0
LOC102723692,0.230431128,0.141859241,0.226890198,0.223398468,0.038337859,0.093508809,0.110792897,0.675392929,0.239559753,0.394442866
LOC102723701,0.112113323,0.168916885,0.226591086,0.017161843,0.094245705,0.32182092,0.14298976,0.059296927,1.371051802,0.094272139
LOC102723713,0,0.003783779,0,0,0,0,0,0,0,0
LOC102723713,0.071612138,0.015559852,0.006221621,0,0.008410187,0,0.024304671,0.007055293,0.006569037,0.024035847
LOC102723713,0,0,0,0,0,0,0,0,0,0
LOC102723713,0,0,0,0,0,0,0,0,0,0
LOC102723728,4.269461435,6.452866792,3.477669439,0.234242376,3.118343154,1.921295974,2.708738912,1.033657948,2.836450354,3.11457072
LOC102723786,0,0,0,0,0,0,0,0,0,0
LOC102723809,0.198530044,0.529620543,0.97739662,0,0.176161775,0.773408341,0.661818792,0.036945457,0.171995746,0.780363818
LOC102723833,0,0,0,0,0,0,0,0,0,0
LOC102723838,0,0.046018104,0,0,0,0,0,0.041731913,0,0
LOC102723883,0.025018014,0,0,0,0,0,0,0,0,0
LOC102723899,2.222205305,8.2268232,5.666116535,1.075422031,7.976435809,8.271086486,5.61319124,4.61487728,3.547934674,14.05905121
LOC102723932,0.009641407,0.011870989,0.004746626,0.037388621,0.006416336,0,0.011125574,0.010765308,0.015035033,0.025672543
LOC102723968,0,0.019183918,0,0,0,0,0,0,0,0.003951209
LOC102723971,0,0,0,0,0,0,0,0,0,0
LOC102723996,0.256663805,0.274258029,0.552373211,0.410570382,0.527068473,0.192833715,0.008462109,0.399169417,0.245866305,0.35984605
LOC102724020,0,0.01453513,0,0,0.015712639,0,0,0,0,0
LOC102724050,0.14653408,0,0.019674867,0.368069527,0.013297926,0.025947682,0.03074383,0.066933653,0.062320536,0.045605678
LOC102724057,0.012585749,0.069732955,0,0,0.062818424,0.061287471,0.029046318,0,0.058879525,0.014362524
LOC102724058,0.006771793,0.31891989,0.003333867,0,0,0.002198392,0.00260474,0,0,0.012879652
LOC102724064,1.04705261,0.39856459,0.401367287,1.243687558,0.398937785,0.28023497,0.525719493,0.348054995,0.299138575,0.501662454
LOC102724153,0.017103561,0.005264693,0,0.041453919,0.073985497,0.005552492,0.006578809,0.009548664,0,0.013012088
LOC102724159,0.246141058,0,1.026460465,0.592185782,0.542006342,1.783808739,0.685016471,0.118218944,0.804366518,0.67124369
LOC102724163,0.099822343,0.680711964,0.669117312,0.435491134,0.429250088,0.284178112,0.239238013,1.131734079,0.299356289,0.508234451
LOC102724219,0.002811526,0.025962704,0.004152484,0,0.002806597,0.010952791,0.035687561,0.00235445,0.00219218,0.008021099
LOC102724238,0.009087385,0.004195818,0.006710807,0,0.004535727,0,0.005243134,0,0,0.005185142
LOC102724265,0.005180498,0,0,0.045201521,0.42405609,0.005045383,0.005977967,0,0.008078588,0.011823694
LOC102724301,4.189249654,1.260526493,1.008045386,1.095207785,0.117469252,0.252134077,0.651792709,0.985447663,0.660621518,0.053715291
LOC102724323,0.372995841,0.39364404,0.393497341,0,0.69149216,0.96006425,0.64562043,0.223112176,0.207735122,1.641804396
LOC102724330,10.36819534,2.323074498,1.716222854,1.959832362,0.651734273,1.528375315,1.824702412,2.48791248,1.466458326,2.426532747
LOC102724334,0,0.060140062,0.048094119,0,0,0,0,0,0,0
LOC102724357,0,0,0,0,0,0,0,0,0,0.0700576
LOC102724421,0,0,0,0,0.022483593,0.010967822,0,0,0,0
LOC102724434,0.024040748,0.026640168,0,0.055936882,0.00959944,0.037461967,0.055483006,0.056370686,0.044987637,0.038408532
LOC102724450,0.846641353,0.811890832,0.240470597,0.284123845,0.390072501,0.602562848,0.33818213,0.381769724,0.812475142,0.334441636
LOC102724452,0,0,0,0,0,0,0,0,0,0
LOC102724488,0.21828964,0.030853615,0.401358742,0.006478394,0.042247266,0.060741806,0.082250594,0.022383893,0.020841178,0.404162368
LOC102724511,0.057383976,0,0,0,0.257775184,0,0,0.096109861,0.268457695,0
LOC102724532,0.982181769,0.424319987,0.674417351,1.628773419,1.22414143,0.537018951,0.937851796,0.485807764,0.523981067,0.668571148
LOC102724612,0,0,0,0,0,0,0,0,0,0
LOC102724684,0.018033076,0.011894592,0,0,0.005143275,0.007526892,0.014863593,0.01725874,0,0.032338224
LOC102724700,0,0,0,0,0,0,0.024531346,0,0,0
LOC102724701,0.004276881,0.031595474,0.050533918,0,0,0.004165333,0.04441725,0,0.006669467,0.01464199
LOC102724710,0,0,0,0,0,0,0,0,0,0
LOC102724719,0.175423222,0.05399749,0.043181893,0.17006938,0.029185947,0,0,0.881425586,0,0.066729448
LOC102724776,0.009153272,0,0.003379732,0,0.002284306,0.015600447,0.023765169,0.007665204,0.007136912,0.010445472
LOC102724788,0.281914473,0.014246945,1.128973284,0.004079262,0.004200302,0.013659787,0.050172417,0.049330773,0.04593086,0.225679509
LOC102724814,0.603487258,0.129682224,0.184991072,0.093831834,0.359942016,0.32899069,0.529954235,0.209779108,0.171645708,0.805629991
LOC102724843,0,0,0,0,0,0,0,0,0,0
LOC102724849,0.014919834,0.082665248,0.066107553,0,0.029787355,0.188899128,0.189381993,0.024988564,0.046532667,0.085130598
LOC102724889,3.032358315,1.408382056,1.61655132,1.330743315,1.003043573,2.254271105,0.848906163,1.111918235,0.615574278,1.719985557
LOC102724908,0.005528346,0,0,0,0,0,0,0.00925918,0,0
LOC102724919,0.226742209,0.134602954,0.143522977,0.023552371,0.048502436,0.457430328,0.299024199,0.135628718,0.10102487,0.351163718
LOC102724929,0,0,0,0,0,0,0,0,0,0
LOC102724934,0,0,0,0,0,0,0,0,0,0
LOC102724951,0,0.010067734,0.005367457,0,0,0,0.004193578,0,0,0
LOC102724957,0,0.072397909,0,0,0,0,0,0,0,0
LOC102724985,18.28147351,18.46779863,35.99788106,4.637589571,15.5895729,14.905165,24.14771349,20.65499977,25.7588725,22.98200468
LOC102724993,0.576873132,0.294227468,0.262538852,0.47310104,0.199208007,0.140456855,0.493451037,0.179754246,0.316425307,0.298537003
LOC102725019,0.01210311,0,0,0.017600592,0,0,0,0,0,0.027623498
LOC102725035,0.645754041,0.307284164,0.627720945,1.164253733,0.559110878,0.962620125,0.627302505,1.285713777,1.001866012,0.909867449
LOC102725072,0.001600841,0,0.009457447,0.006983926,0.001598034,0.003118176,0.003694538,0.002681176,0.007489163,0
LOC102725191,0.019821035,0.210490216,0.102461385,0.028824158,0,0.028956109,0.217286103,0.099592102,0.046364071,0.033928862
LOC102725254,0.142181583,0.009378277,0.029999302,0.11815051,0.040552092,0.05934569,0.058595914,0.102057253,0.110860624,0.011589562
LOC102725532,0.003869495,0,0,0,0,0,0,0,0,0
LOC102725532,0,0,0,0,0,0,0,0,0,0
LOC103171574,0.203116547,0,0.014999651,0,0,0,0.046876731,0,0,0
LOC103344931,0.923818351,0.332651047,0.82809969,0.299949483,0.23489969,1.179826484,0.750912787,0.384382734,0.385072373,1.654290255
LOC103611081,1.192671478,1.812829855,1.533930269,0.551245788,1.83047918,1.95995306,1.379823733,0.867154466,1.066907612,2.35984832
LOC104613533,0,0.023680149,0,0,0,0,0,0,0,0
LOC104968399,0.347380887,0.192470828,0.342042844,0.286262124,0.242740319,0.597699861,1.149119335,0.329693892,0.234742642,0.449278134
LOC105274304,0.035844097,0.178738925,0.084703912,0.010425045,0.021468754,0.181527991,0.239898564,0.132074092,0.067075336,0.098170405
LOC105369147,1.041348203,1.07302776,0.140672508,0.503244376,0.259880647,0.568934895,0.948863866,0.494518327,0.128723976,2.173827503
LOC105369187,0.005734387,0.013238378,0.004234702,0.037525791,0,0.016754478,0.019851362,0.01920854,0.004471168,0.009815897
LOC105369201,0.242874166,1.446601069,0.082504,0.035319263,0.785532743,0.04021174,0.364339864,0.142372687,0,0.074833626
LOC105369203,0.009057294,0,0,0.35562521,0,0.00529264,0.004180618,0.006067863,0,0.008268756
LOC105369209,4.544891546,5.344711596,4.271077475,2.823394457,4.354734828,2.484397173,6.115981312,3.705004415,3.297534389,4.656248361
LOC105369302,0.184632941,0.102298245,0,0,0.061436419,0.107890464,0.170443793,0.020615565,0.019194725,0.070232744
