,TCGA-AC-A6IW,TCGA-AO-A128,TCGA-B6-A3ZX,TCGA-C8-A12V,TCGA-E2-A1LH,TCGA-EW-A1OV,TCGA-EW-A1PB,TCGA-EW-A6SB,TCGA-LL-A5YO,TCGA-S3-AA10
CSN1S2AP,0,0,0,0,0,0,0,0,0,0
CSN2,0,0.049690079,0.232194316,0.018994694,0,0,0,0,0.024828242,0
CSN3,0.867930239,0.11088139,1206.764371,5.449614202,1.285174828,0,0,0.103467608,0,0
CSNK1A1,8.936806271,16.20549056,9.674925041,11.74639265,4.022953975,16.91265577,9.459314144,6.492537822,17.99202873,12.01367879
CSNK1A1L,0,0.016511728,0,0.008415771,0,0.010170455,0,0,0,0
CSNK1D,15.20162932,11.59431268,20.19250849,19.97466841,10.33082843,11.54028678,13.20092348,11.3616143,17.87428507,15.90872189
CSNK1E,22.53213958,9.953545786,14.81174239,15.54589301,27.25188835,38.34503348,10.2103691,19.10722409,14.09461526,19.86745016
CSNK1G1,2.546537921,4.686651955,3.152971741,2.849013272,1.292827974,3.284932715,2.532347667,1.593782444,2.251492042,3.350978753
CSNK1G2,52.46952444,25.23158751,37.68311905,28.57337338,13.00036291,20.73269628,17.78882368,28.41609277,36.41634816,29.45055775
CSNK1G2-AS1,0.031710064,0.039353361,0.13485441,0.075216732,0.091225316,0.036359753,0.022463768,0.042842457,0.058990133,0.045399131
CSNK1G3,3.457221416,5.744555736,5.989963198,5.329364226,3.333728817,4.664003682,4.124221927,2.854464356,3.652433091,9.540875512
CSNK2A1,26.40758039,17.16454084,15.05772137,33.4447599,18.42245242,18.21803409,22.34090966,17.5372376,14.65812299,25.8192447
CSNK2A2,7.953248327,10.08570794,10.06565889,9.90863946,5.64154924,8.221674716,9.738649971,13.88408924,7.754171145,9.796626158
CSNK2A3,0.251187299,0.205743597,0.151494766,0.47188938,0.173431179,0.293779614,0.256239247,0.081449077,0.018691318,0.172619294
CSNK2B,24.87949479,17.89733976,16.80508404,21.51170846,27.79818569,28.31625165,20.14374212,50.10626147,30.99687135,20.91771528
CSPG4,0.796314037,0.53991957,9.697734235,10.64931016,4.684210884,2.225629164,0.308198013,5.815287256,1.043990158,25.62965485
CSPG4P1Y,0,0,0,0,0,0,0,0,0,0
CSPG4P1Y,0,0,0,0,0,0,0,0,0,0
CSPG5,0.179225532,0.34273749,0.294800625,0.45449788,0.351549688,0.207373845,0.61635927,0.08585173,7.668492136,0.149292362
CSPP1,3.919380139,2.473524589,1.785445584,2.76742747,1.568954646,1.923049942,0.671533607,6.539141011,3.006917903,3.862700758
CSRNP1,7.228717177,15.02234362,6.705247819,8.60586134,5.816635695,9.387570088,9.012541827,3.722988151,8.621920056,14.99478388
CSRNP2,7.654967043,8.712642285,7.960367001,8.234842902,7.107926007,15.88919815,7.801872643,10.91573368,5.323744855,6.990916371
CSRNP3,0.033968759,0.04426431,0.235075878,0.204658952,0.039089304,0.060371948,0,0.002294705,0.056872779,0.009726579
CSRP1,12.60844751,11.22357441,25.98335255,27.72716194,19.36805051,43.91007523,12.61552385,66.47400356,19.41282691,14.66581417
CSRP2,3.376942719,2.184895529,2.733822846,2.744369501,1.327621142,1.495789348,12.58255558,8.660201753,6.552508426,6.464832098
CSRP3,0,0,0.011255986,0,0,0,0,0,0.018053824,0
CST1,11.42095647,3.356160244,1.513878535,56.86719638,107.8982592,1.487289024,0,0,13.38521301,10.65171899
CST11,0,0.023396477,0,0,0,0,0,0,0.046761319,0
CST13P,0,0,0,0,0,0,0.039199954,0.024920461,0,0
CST2,0.095101929,0.088518757,0.220605294,0.56846956,3.160018107,0.032714056,0,0,1.875328933,0.462933561
CST3,110.067694,76.29346132,84.42669101,92.28203475,141.6645953,79.24475811,99.37450364,21.71641805,105.7673453,40.62790123
CST4,0.151555245,0.017633031,0.021972405,0.48531318,1.144507224,0.619084103,0,0,0.176211095,0
CST5,0,0,0.458368779,0,0,0,0,0,0.105027407,0
CST6,0.29991565,0.750228537,1.369671133,1.867436235,1.860443561,1.676476832,1.234944882,0.417869178,1.39483038,1.368673136
CST7,14.86976953,41.43591564,30.34105592,35.42371636,20.4318713,42.6516714,15.71958898,18.1368703,38.56199811,17.17135066
CST8,0.015498092,0,0,0,0,0,0,0,0,0
CST9,0,0,0,0,0,0.015370674,0,0,0,0.051178585
CST9L,0.014835504,0,0,0,0,0,0,0,0,0
CSTA,15.75048646,4.880304043,3.809835762,23.64027382,4.941083354,4.526881933,52.3243155,33.53696894,8.462470454,7.803448163
CSTB,104.9445283,86.4532339,97.3707826,35.39800917,206.2761195,33.86506506,319.7936808,146.1449622,197.7896367,113.3224173
CSTF1,11.71673205,8.246156588,8.281577906,6.926621121,6.772595951,9.650401113,9.530712023,8.619857642,7.989697386,9.738964783
CSTF2,8.404940661,16.31837414,9.786079107,10.26767895,4.435460781,13.43786311,10.16860905,8.819963025,6.849688639,10.3475282
CSTF2T,3.441573176,14.11985656,15.83800915,9.223971714,6.274068316,22.91427948,5.638449436,10.03710569,13.73313295,10.55420854
CSTF3,13.928026,6.681302489,9.560292088,11.93294058,7.101770667,7.362161744,10.89428076,7.723687777,8.296909351,10.25443444
CSTF3-DT,0.013799465,0.096331761,0.088028146,0.137476635,0.029774315,0.023734349,0.029327091,0.195762185,0.154026614,0.098783107
CSTL1,0,0.098731825,0.015378636,0,0,0,0,0,0.517991645,0.018983296
CT45A1,0,0,0,0,0,0,0,0,0.079900095,0
CT45A10,0,0,0,0,0,0,0,0,0,0
CT45A10,0,0,0,0,0,0.024179954,0,0,0,0
CT45A2,0,0,0,0,0,0,0,0,0,0
CT45A3,0,0,0,0,0,0,0,0,0,0
CT45A5,0,0,0,0,0,0,0,0,0,0
CT45A6,0,0,0,0,0,0,0,0,0,0
CT45A7,0,0,0,0,0,0,0,0,0,0
CT45A8,0,0,0,0,0,0,0,0,0,0
CT45A9,0,0,0,0,0,0,0,0,0,0
CT47A1,0,0,0,0,0,0,0,0,0,0
CT47A10,0,0,0,0,0,0,0,0,0,0
CT47A11,0,0,0,0,0,0,0,0,0,0
CT47A12,0,0,0,0,0,0,0,0,0,0
CT47A2,0,0,0,0,0,0,0,0,0,0
CT47A3,0,0,0,0,0,0,0,0,0,0
CT47A4,0,0,0,0,0,0,0,0,0,0
CT47A5,0,0,0,0,0,0,0,0,0,0
CT47A6,0,0,0,0,0,0,0,0,0,0
CT47A7,0,0,0,0,0,0,0,0,0,0
CT47A8,0,0,0,0,0,0,0,0,0,0
CT47A9,0,0,0,0,0,0,0,0,0,0
CT47B1,0,0.059830148,0,0,0,0,0,0,0.019929899,0
CT55,0.008214347,0.030582924,0.038109183,0.02338146,0,0,0.061100929,0,0.106967867,0
CT62,0.054931462,0.009296178,0,0.014214352,0.129297236,0.146013315,0.010612928,0,0.120768615,0.014299106
CT66,0,0.095820594,0.071640851,0.205120709,0,0.03541261,0.175028834,0.166905779,0.038302325,0.02947768
CT69,0,0.007650148,0.038131198,0.140369805,0,0.014136403,0.034934987,0.049970491,0.107029662,0.035301693
CT70,0,0.04370431,0.027229828,0,0,0.040379726,0.124736927,0.047579164,0,0.067224675
CT75,0,0.495236065,0.134992909,0.181422641,0.059792206,0.876996675,0.200239941,0.168482509,0.103104427,0.015869947
CT83,17.86194718,0,18.03697872,23.38905467,18.31756065,0,23.00822698,13.73249276,0.193189098,9.032273049
CTAG1A,0,0.013335756,0,0,0,0,0,0,0,0
CTAG1B,0,0,0,0,0,0,0,0,0,0
CTAG2,0,19.80359814,0.049852798,0,1.267462305,0,0,0,0,0
CTAGE1,0.003297161,0.003068924,0.011472498,0.014077644,0,0.005670942,0,0,0.012267396,0
CTAGE10P,0,0,0.006852689,0.008408781,0,0,0.006278287,0,0,0
CTAGE11P,0,0.039395173,0.014025734,0,0.013046034,0.010399538,0.006425038,0.012253707,0.022496308,0
CTAGE15,0.027497581,0.061425927,0.102056597,0.125231353,0.011865991,0.094588766,0.251286807,0,0,0
CTAGE4,0.021989565,0.040934795,0.025504291,0.039119676,0.130475466,0.028365665,0.128515666,0,0,0.007870586
CTAGE6,0,0.00507761,0,0.031055743,0,0,0.023187294,0,0.030445061,0
CTAGE7P,0.099287039,0.233753473,0.298052605,0.415606411,0.138616792,0.160723243,0.037236738,0.118361959,0.086919233,0.259212388
CTAGE8,0,0.035817945,0.108393235,0.133006899,0.023722812,0.018910443,0.011683242,0.033423076,0,0.007870586
CTAGE9,0,0.005673696,0.049489688,0.02602615,0.013152236,0,0.058296075,0,0.01133972,0
CTB-178M22.2,0.19799352,0.131634255,0.426474331,0.442806735,0.915427001,1.070263425,2.975533681,0.515898131,0.73665346,0.121485547
CTBP1,11.26472741,12.66905942,20.70701927,11.94170385,10.50412977,16.76704721,23.63279159,12.64567792,19.03743277,9.194222623
CTBP1-AS,0.241636235,0.350995322,0.900224014,0.307424682,0.14219036,0.283364673,0.136164191,0.066777344,0.340541771,0.225391224
CTBP2,6.830275127,7.402729992,8.309431159,11.02319421,5.8921128,18.99082919,6.278727698,8.300082117,8.170261001,18.45238117
CTBS,2.755645216,3.610697825,2.092682361,5.261242948,2.189821701,3.127971019,7.303058566,4.126119395,3.367960571,2.58319462
CTC1,3.672864472,3.086254543,8.350233381,5.391814408,2.480146705,3.249228682,2.180897035,2.980820115,3.897123073,5.273027377
CTC-338M12.4,0.674419696,0.415824344,0.458368779,0.262886113,1.010268039,0.812715131,0.725779099,0.748682278,1.014884396,0.258303508
CTCF,11.11782902,19.2863128,16.76983899,18.28047454,9.192779949,19.12776621,10.00024152,14.84888069,15.53184652,16.06414975
CTCFL,0.012748431,0.007416222,0.001848261,0.022679597,0.010314959,0.002740828,0.003386675,0,0.002964483,0.004562965
CTD-2194D22.4,0.034806724,0,0.010092524,0,0,0,0,0,0.145689393,0.012458151
CTD-2201I18.1,0.030804436,0.118784341,0.137808368,0.407096313,0.104444945,1.61216648,0.060790443,0.053510003,0.352018861,0.03150182
CTD-2297D10.2,0.256058468,0,1.819038302,1.412145498,0,0.027525437,0,0,0.029771548,2.405796457
CTD-3080P12.3,0.016158147,0,0.20614882,0.011498208,0.052295262,0,0.008584961,0,0.060117902,0.011566767
CTDNEP1,53.36319415,36.1040056,48.71835713,37.12718862,38.08653403,28.41904465,44.85118961,50.7589766,39.17798653,50.59161535
CTDP1,7.985678865,4.36829739,7.915716632,3.716520111,3.291216239,4.976524821,3.500715365,7.878031544,4.572367791,8.392114528
CTDSP1,14.54929551,18.47829705,31.86802387,22.08170404,38.38626003,32.12640702,21.82164217,20.09829638,27.98426031,20.5112767
CTDSP2,34.82041978,41.88318497,52.96054522,38.55817571,19.34235686,35.64398966,39.19542311,36.27168967,34.37001616,60.7553937
CTDSPL,6.558869622,6.984478129,5.378003867,6.375643269,5.762367634,6.949242106,6.14792933,6.113824048,6.059624718,10.48677101
CTDSPL2,1.876848629,3.078705261,3.249035518,3.515439397,2.331281114,3.706595607,4.091980375,2.392555053,3.735215769,3.643883452
CTF1,2.445308358,1.703049814,1.775077169,4.039934084,5.755747267,0.485284708,1.717141732,0.502497732,0.779374048,1.84839578
CTH,0.583470428,1.47564508,0.649387416,1.300121529,2.161783011,4.125657125,0.976978471,1.863274165,0.899041561,0.65815575
CTHRC1,18.39288449,24.95626857,25.07710811,96.05422349,42.43351213,18.24235958,15.47563857,14.77365186,61.97965312,40.92165854
CTIF,7.421003142,3.81087018,9.540182177,3.319728551,5.885547658,3.872924177,7.792362037,3.716249891,3.793589925,6.797236326
CTLA4,5.456015629,9.475816013,7.620164731,9.044897205,2.649815723,3.151104272,2.068044111,5.780195118,7.528087072,7.561539311
CTNNA1,32.74200672,46.03048338,44.71976618,34.79367253,27.07482656,15.01184668,27.04653133,14.20750474,29.05664679,30.93885122
CTNNA2,0.545676822,0.031634148,0.006569851,0,0.008147928,0.012990107,0,0.011479618,0.087813226,0
CTNNA3,0.005110362,0.028539668,0.040008482,0.038183839,0.016539504,0.004394776,0.012218305,0.0724967,0.016636884,0.009145598
CTNNAL1,2.058429776,6.496434258,8.284894895,8.316630725,2.049102402,8.276541191,4.973381998,2.39430631,6.762543968,4.430322968
CTNNB1,32.20598223,135.4693732,88.30952015,66.99954876,18.64859794,62.98815947,42.90399595,53.64223411,50.75691586,123.7265883
CTNNBIP1,10.39667165,13.72228957,22.13019289,13.48070363,23.16778774,9.798305509,26.09335131,13.01326468,26.13398939,12.28610974
CTNNBL1,18.88163059,14.61517233,14.18600538,32.72538581,15.57807521,12.59491149,19.82339214,14.19405291,14.37558829,14.53039968
CTNND1,17.85936067,24.29298622,31.92276743,41.25316477,24.28886684,41.23877656,32.73338167,18.90317541,16.95643877,18.6856819
CTNND2,0.240472219,0.055956546,1.24066129,0.141617445,0.165496254,0.03922064,0.015419905,0.373908586,0.493627281,0.092006612
CTNS,8.746533956,6.675762663,8.872228164,8.670200409,3.848457266,6.077921133,3.741711358,4.471741297,9.06635642,7.469061074
CTPS1,16.71219831,11.10645588,11.326123,15.04724087,4.434306939,7.853553536,16.39410445,19.1199248,8.901447667,16.69951031
CTPS2,4.06677252,5.650253462,12.4732876,5.633523021,2.99730626,1.994025604,6.069196305,3.260062135,9.092895448,4.188414495
CTR9,10.68194719,15.83279398,18.20717925,12.18468329,7.715723054,16.77975798,8.469623897,12.67468891,9.783523853,10.93162421
CTRB1,0,0.286745012,0,0,0,0,0,0,0.026050105,0
CTRB2,0.018193413,0.265299695,0.021101376,0,0,0,0.012888419,0,0.022563433,0.008682471
CTRC,0.024487519,0.151949582,0.037868677,0.023233901,0.04402943,0.014039078,0.021684044,0,0.037961713,0.035058652
CTRL,0.020960956,0.034142483,0.03038909,0.037289769,0,0.036051733,0,0.042479519,0.0097484,0.030009689
CTSA,38.33048183,33.32988772,35.78094313,34.70156824,44.64635653,26.65136365,32.38674177,24.3573632,30.43513457,26.95702599
CTSB,245.5732671,478.8730706,116.9151395,197.797538,240.772279,139.7609822,284.4314285,106.6563822,215.7473325,194.8307119
CTSC,39.51266082,57.2295488,14.21123816,37.6759973,20.50250832,12.20827495,83.9193742,20.32773846,20.84028454,24.10545839
CTSD,743.8161185,328.1767592,416.3504687,379.8438157,226.5910455,210.2194101,422.9039518,345.8418524,426.7005425,463.9245688
CTSE,0.042612501,0.857707317,0.154448484,0.068227293,0.011492819,0.11909827,0.033960574,0.086358587,0.069362915,0
CTSF,9.648589884,10.60855732,44.27310592,13.88577756,15.26386016,21.72398566,6.781226562,36.42950597,16.41386878,8.756733582
CTSG,0.134610067,0.443341104,0.228183584,0.088420718,0.536197708,3.312548151,0.022005991,0.020984697,1.213548113,0.059298622
CTSH,41.59272872,34.75794454,46.73121042,28.90165916,32.91677867,40.28514994,34.28004481,29.70403053,52.75413262,28.08526457
CTSK,13.52606467,23.65667765,53.80622755,50.64768691,77.32080342,58.40667322,14.22881465,13.82821454,164.2995984,59.19661709
CTSL,66.00697725,132.2113758,32.92583437,80.22315287,56.7238705,50.00549451,103.4370477,27.89462209,62.90085165,71.9116219
CTSL3P,0,0,0.016177722,0,0,0,0,0,0,0
CTSLP2,0.038556229,0.035887279,0.190055347,0.041155171,0,0.099472007,0.030727877,0.058603604,0.017931508,0.027600375
CTSO,7.378518922,15.41211643,11.73076495,17.95206966,7.014451646,12.21848944,19.86235834,7.476661322,17.41762564,6.592023459
CTSS,64.37930954,158.5862688,41.0541444,144.1521202,49.99568046,57.43068562,72.06134888,49.74165261,85.46031384,64.76383578
CTSV,2.712258462,0.154964326,19.49959299,5.609222193,36.92822133,1.015249401,2.196951688,0.226982981,1.030519975,11.27666755
CTSW,1.067664382,21.38506058,9.455355955,17.60981662,14.10755196,18.02161956,13.5262721,6.138957665,21.37060277,8.09312354
CTSZ,232.3900292,254.9520537,145.0136671,259.8106988,203.3885649,172.0232187,222.9736594,162.7690666,273.1883436,176.545324
CTTN,21.9397318,18.59730039,35.28456763,20.17549807,36.75373321,21.66709022,56.8087831,45.7867118,21.6678991,31.72463906
CTTNBP2,0.044491751,0.024470686,0.297890839,0.181328457,0.021817568,5.116636437,0.006446958,0.065576059,0.109103097,0.014476956
CTTNBP2NL,6.068294323,9.534746967,4.682493373,12.07954307,3.578037019,7.386642929,6.452356186,5.880306547,2.702455602,7.067552399
CTU1,4.649249432,1.979698458,1.929233996,2.309106827,2.01510909,2.356728733,1.180763219,2.307190484,2.866085701,3.259833066
CTU2,7.95549718,4.814057005,4.961595453,6.002269679,3.650304043,3.914386827,13.35462077,10.24501175,6.699154692,5.138405241
CTXN1,45.71927463,4.604698486,6.13940725,9.07519985,16.81846821,45.21400925,7.32172473,24.12554908,11.07288944,22.91121418
CTXN2,0.03018511,0,0,0,0.01085478,0,0.026729342,0.02039107,0.074871023,0.007202644
CTXN3,0.020276364,0,0.007839086,0.009619166,0,0,0.122094045,0,0.012573352,0
CTXND1,0.016519302,0.053815293,0.023949602,0.044082027,0.013366031,0.031963864,0.013165268,0.108803673,0.387976423,0.017737948
CUBN,0.118848523,0.248395678,0.471178599,0.158382402,0.585132671,0.243437493,0.048219992,0.072257603,0.162805242,0.290810025
CUEDC1,6.456726963,5.266569226,9.355753057,3.921142526,5.553809329,4.576354429,3.903547861,4.265232736,4.479964083,7.487288358
CUEDC2,33.1801202,36.36972421,43.96444789,27.07427343,22.39252006,58.24649599,32.04569398,54.88883302,33.64596111,25.07185216
CUL1,16.38860348,34.67733777,25.88207472,24.1405007,23.6113255,22.55967928,48.04305328,31.09215215,30.91286932,21.97655735
CUL2,9.74098002,13.87275176,8.585664892,10.27563151,8.093309026,10.18359893,14.72452173,11.09736159,11.19971289,7.511270161
CUL3,4.763438654,6.229283045,6.772622808,8.016619591,5.88331924,8.567198454,4.132679136,5.603696505,6.091644354,7.186273986
CUL4A,9.689137806,14.24034055,25.26463001,14.51530186,13.92672868,6.045228256,22.63586703,13.93465465,6.309812747,38.28423484
CUL4B,6.560196281,15.93947977,20.26810123,13.50081613,9.714341379,15.72059506,11.54231893,10.87541533,7.743198205,9.557329531
CUL5,4.250026511,6.161588211,6.346456354,5.24378659,3.296478609,6.660139238,4.020584577,5.636585406,5.162263718,6.238822801
CUL7,11.2038319,9.743568474,13.29660391,12.2720509,10.86514907,10.49153953,11.27680333,12.12132459,11.31474359,10.14834595
CUL9,3.185482245,3.363837039,5.005202981,3.546889798,2.816405704,4.044729439,1.472199157,3.464381413,3.357242073,4.194855966
CUTA,105.460618,51.12020494,72.4525643,77.64743553,78.19961959,81.3539976,44.44371395,176.2407808,103.314049,65.2440201
CUTALP,2.201152099,5.189267591,6.507674935,5.546371436,2.483657178,3.424657335,2.252664484,2.015617963,2.388324103,4.146997645
CUTC,7.460246096,5.755973828,11.51251816,7.736078396,7.087919115,9.294849412,6.094124105,12.62839528,7.708523143,6.394942675
CUX1,3.229684616,6.381487772,5.22181711,5.518550331,4.70779658,5.876789182,4.544443667,3.068406704,3.197514165,5.202198972
CUX2,0.039065405,0.095231738,0.118667649,0.052950691,0.044151478,0.131181311,0.021744152,0.02262001,0.356445001,0.210402335
CUZD1,0.398395819,0.454920992,0.362037234,0.853423288,0.646912318,0.35320603,0.362241222,0.640917709,0.229216857,0.993756916
CWC15,13.14395558,12.64702592,20.34239974,14.34563626,29.16133979,21.55109003,27.87368298,33.03560392,21.2464579,17.85063753
CWC22,6.24475203,9.01551289,9.918637034,12.9872052,6.08590044,11.63876349,13.60357511,8.604786254,9.164683914,13.6284075
CWC25,6.791958349,6.287389765,7.886134775,6.193425486,3.677615371,3.999922441,4.282418391,5.290041358,5.62628105,6.526785742
CWC27,5.359944737,6.04051997,5.387181291,5.847115473,4.309115601,5.332391099,6.314036502,4.471423666,5.406608698,5.734929875
CWF19L1,5.523100032,8.530302705,8.310680298,7.220300448,4.914652288,14.82944159,5.057076049,7.597144783,7.139755192,5.683918007
CWF19L2,3.404845594,4.138020762,4.469767592,6.253747227,3.386048844,5.329988475,2.609046474,5.056438768,4.161091409,3.975980059
CWH43,0.299234675,0,1.451355062,0.006452627,0,0.077979967,0.19752796,0.04594164,1.956763001,0.759458882
CX3CL1,28.16438789,46.2941943,15.03952167,47.82372616,10.73354351,6.228979317,16.24256174,14.14902383,19.35362122,16.64456223
CX3CR1,3.810800658,0.786211247,2.013561999,3.080185894,0.554315469,1.372468761,0.996844282,1.02552299,1.861010933,0.640887501
CXADR,3.108617629,9.124219898,2.89426751,5.296932936,7.194253393,13.4288996,29.36290091,7.162935599,11.84316826,6.858788163
CXADRP3,0.021832095,0.020320828,0,0,0,0.012516682,0.069597463,0,0.121842536,0
CXCL1,5.686508325,1.44072473,1.107724548,1.546748525,2.67654091,8.685379883,49.58881889,40.42400654,2.430217491,3.410562992
CXCL10,200.8752009,453.6087093,15.75759607,284.1311038,94.15410609,86.51933078,1815.420856,166.8438633,180.4070767,917.8555365
CXCL11,13.39956278,72.72218573,4.177209812,55.51314945,19.43519972,13.53038261,111.7536174,11.71150645,32.97266071,51.53120183
CXCL12,7.241217707,23.30550148,29.44542327,17.47948236,16.4321833,20.8299981,7.963318732,4.754095646,10.98396217,8.456669481
CXCL13,16.47417958,209.7408334,61.17349359,121.9287093,64.99851561,66.77553754,80.03832533,224.4377984,118.1855571,65.80450136
CXCL14,13.73739905,153.2833642,33.25320435,21.42736184,51.82018265,50.74915744,269.431611,19.88380234,89.41124044,2.124572048
CXCL16,91.45870171,101.4650781,33.78804587,58.41871997,67.47037741,19.81956601,81.58587922,26.26339192,50.8024407,79.68289478
CXCL17,0.239314527,63.63928348,0.111026247,0.749307948,2.504322893,3.334027274,1.907247549,6.013942285,87.85944473,0.222706473
CXCL2,0.322484302,0.626807219,0.385029774,1.822350989,0.798130288,1.321386143,3.698898943,2.864075347,2.311443164,1.520891058
CXCL3,0.211581435,0.393870571,0.297454277,0.437999336,0.124504673,0.529321974,1.464801644,1.624209852,0.274330261,0.284561233
CXCL5,1.569594017,4.158470294,0.97525272,1.819000199,0.241901645,0.22175438,24.75606316,50.4406625,0.271134581,0.032102564
CXCL6,0.078207505,0.376101316,0.068030914,0.139132004,0.421859626,0.325072514,0.062328465,1.862322141,0.278854259,0.065315408
CXCL8,0.494262375,0.273699685,0.181412445,0.47192711,1.700906844,3.378898733,0.990588927,0.938276176,1.33847592,5.222151143
CXCL9,135.0290513,497.9869616,114.6597789,216.7976925,250.4408261,186.4997758,252.7649607,98.84237889,325.407717,341.3009777
CXCR1,0.02287339,3.502211884,0.072955802,0.113937629,0.037014452,0.049176274,0.273438585,0.011588816,0.117016066,0.032747712
CXCR2,0.140907445,0.508219854,0.209394094,0.457483484,0.076006979,0.045441251,0.177805135,0.06246698,0.155639499,0.126085278
CXCR3,7.151705814,16.90037258,19.10720559,17.99371069,11.48684465,16.19114593,7.704735558,12.81122475,23.22230176,13.91378042
CXCR4,23.27920762,47.78341205,76.50389259,103.9639586,34.4792726,372.5750863,24.68249894,77.44972233,38.95062267,67.24359753
CXCR5,0.067427719,0.095634618,1.735408402,0.246763844,0.096989949,0.624040364,0.006823794,0.078085236,0.51966167,0.179280973
CXCR6,4.001295714,15.31537487,5.174982293,11.38398557,2.353814041,4.473310793,6.016761304,7.627082615,6.165546264,4.469415337
CXorf21,6.457867032,5.546819129,4.599007928,13.00041946,2.316778774,4.115728028,4.066813838,1.974009493,4.166219237,5.556200968
CXorf38,4.032976485,7.224923495,8.860936738,6.034629841,5.948462728,5.00497445,8.273309314,2.681471288,6.442631043,4.274034291
CXorf40A,2.222140928,4.223759623,6.147770723,3.739825779,1.638087916,4.16182734,4.453655391,4.707137453,5.933127178,2.610656513
CXorf40B,6.25454573,8.001390012,7.076673179,9.652060506,3.083190246,10.36736984,10.04459891,7.021501269,16.74092489,7.972273133
CXorf49,0,0,0,0,0,0,0,0.016419689,0,0.011599702
CXorf49B,0,0,0.009397082,0,0.017481389,0,0,0.065678755,0,0.069598212
CXorf51A,0,0,0,0,0,0,0,0,0,0
CXorf51B,0,0,0,0,0,0,0,0,0,0
CXorf56,8.409517115,17.58468336,14.99825282,10.82266156,7.103216782,9.892375445,15.78612533,14.22650194,9.160832351,11.55037177
CXorf58,0.014781557,0.082550064,0.042860457,0.052593102,0,0.012711747,0.054974966,0.029956336,0.109992339,0.042325354
CXorf65,0.706317308,1.91357463,1.492136662,1.130891571,0.789204117,0.889427894,0.241246525,0.562345224,1.478204882,0.632019223
CXorf66,0,0,0,0,0,0,0,0,0,0
CXXC1,15.94347843,8.931495431,20.25312902,11.31731956,8.266029571,9.04244074,12.65385223,18.43868308,16.43534223,18.138335
CXXC1P1,0,0.012619828,0,0,0.009751372,0,0,0,0.025222592,0
CXXC4,0.679700141,0.031860059,2.007716691,0.201822301,0.142434715,4.596293923,0.031176729,1.476581207,0.154644238,0.476060221
CXXC4-AS1,0.004793547,0,0.005559729,0.006822218,0,0.09893577,0.005093705,0.009714614,0.008917421,0
CXXC5,1.529096815,11.48912797,12.04181903,8.137185102,9.881795239,8.760199084,12.35117074,7.470225169,22.36494821,5.784986988
CXXC5-AS1,0,0.068851331,0.085795196,0,0.053201592,0,0,0,0.09173971,0
CYB561,22.15653287,22.99001167,46.34935483,15.20528864,25.41761074,19.02413355,25.2347493,17.18596961,26.01418306,33.76595623
CYB561A3,3.933739594,4.326244189,9.958069283,4.534238094,3.536984638,6.435614517,5.743657005,4.296240902,7.435310042,5.662668668
CYB561D1,3.350529554,5.05492195,6.400407064,3.345069185,1.34873984,2.872765552,2.447062292,2.842758879,2.893218948,2.828044037
CYB561D2,10.36011058,16.51809228,8.17944363,7.755717696,9.123843543,11.29660573,8.827356071,11.25121777,23.21881055,6.327498409
CYB561D2,0.81670562,2.126276509,1.990586542,1.111805928,1.864313036,0.732881943,1.157126982,1.055449938,1.122971905,0.67783949
CYB5A,4.66246782,1.323814025,3.662422157,3.228690145,2.574316112,8.410698393,4.792083878,4.885475342,11.58371209,4.485877403
CYB5B,6.535507083,6.934854092,7.747448298,8.119283947,8.95171703,7.437099618,8.843539138,10.01197117,9.240220854,7.964093573
CYB5D1,0.797154885,0.539012507,0.937007131,0.417176943,0.09255473,0.28282041,0.265896505,0.101422519,0.172899389,1.079868135
CYB5D2,5.327067886,5.814035278,6.617147811,4.185152745,9.510260074,10.74352382,3.076280162,2.999580632,8.733351351,3.043225937
CYB5R1,12.00976893,11.58710528,16.6917881,20.86424645,12.49975191,20.66159916,21.26068917,17.58529699,10.4304527,4.142556445
CYB5R2,2.765673855,0.623915128,6.327152837,2.814887327,35.78615999,0.879626006,0.151251505,5.789403433,1.484068045,13.6323055
CYB5R3,29.1262006,29.60197645,42.3706798,26.70625424,84.57823117,34.42121142,27.33055616,23.00652113,30.9201529,28.68312471
CYB5R4,2.972439179,3.062177544,2.248694906,2.166688427,1.26166458,2.374629617,1.258404638,1.556112726,3.186467202,2.346619108
CYB5RL,0.234803174,0.693841816,0.835507647,0.554793603,0.334468463,0.839064949,0.462675865,0.198656922,0.441044427,0.430815273
CYBA,66.62692156,37.63651949,55.6432662,40.2855799,74.25148297,32.26235433,88.54252911,112.9012314,63.72713878,39.25764851
CYBB,55.03368681,97.96925392,20.52679645,75.27091959,14.62338924,50.17396827,47.83586421,16.57097403,38.92544121,32.7296016
CYBC1,11.63117893,15.58920787,19.62862596,18.19943804,9.641181672,11.06127619,12.90494383,10.93691992,26.74130761,11.3052036
CYBRD1,6.250533883,13.44452158,24.54469168,17.29480878,11.4403261,37.32921527,32.64589987,15.69770455,21.35862988,7.972903658
CYC1,201.1768974,58.18612634,56.38005602,47.36574723,65.63786183,48.15966186,155.2917522,110.8500082,172.4302204,95.70887671
CYCS,56.95368409,29.59263273,40.93664102,28.36221979,22.79742542,27.75878285,47.95939781,30.74137068,42.00144253,49.33914107
CYCSP52,0,0.469891827,0.106459845,0.13063448,0.099023609,0.236807552,0.048768115,0,0,1.117013882
