,TCGA-AC-A6IW,TCGA-AO-A128,TCGA-B6-A3ZX,TCGA-C8-A12V,TCGA-E2-A1LH,TCGA-EW-A1OV,TCGA-EW-A1PB,TCGA-EW-A6SB,TCGA-LL-A5YO,TCGA-S3-AA10
ACSS3,0.40191654,0.103709494,0.461541879,0.16140908,0.583852227,0.186507405,0.014799917,0.018145358,5.518796941,0.526995201
ACTA1,2.188807481,0.168298137,0.187639928,0.528217678,2.771998684,0.474671103,0.111236971,1.253607535,2.248359277,0.217996807
ACTA2,17.06141808,24.29305606,26.56994363,62.65815701,120.6596295,23.07967452,16.50157048,281.1857852,78.72746142,30.15323177
ACTA2-AS1,0.125153302,0.245460872,0.357709094,1.049631421,0.896905638,0.092253021,0.090243228,1.231946079,0.365863614,0.134385991
ACTB,2237.68491,1986.348703,1670.282878,1931.44081,2597.864307,1800.54494,1646.932036,1697.222511,1970.142542,1683.476661
ACTBL2,0.11202558,0.213281414,0.053153717,0.028988324,0.021973743,0,0,0.010319604,0.142091481,0.0947738
ACTC1,0.03680254,0,0.007114152,0.017459232,0.648488303,0.058023551,0.006517834,0.012430685,0,0.039517502
ACTG1,1891.406574,872.8196187,1674.641091,1441.980126,1142.938746,955.4691394,746.340116,947.9421281,978.0749231,1853.79131
ACTG1P17,0.108604951,0.221127963,0.33065534,0.154567514,0.175748008,0.116746726,0.057702731,0.165074275,0.340938203,0.116616851
ACTG2,2.400451553,0.229335817,12.56106055,3.809515319,192.5690894,3.6021343,0.206282343,85.50781007,0.986171797,22.04200267
ACTL10,4.4898615,2.5204974,1.505293918,2.236503515,1.846682884,0.687769469,4.674091944,2.175268695,4.619962961,0.743250332
ACTL6A,34.05635542,22.02383283,17.65524281,16.06093162,12.03669016,19.80248117,18.49552316,18.93169104,18.45121479,27.18093932
ACTL6B,0.005955315,0.0443446,0.020721569,0,0.012849443,0.010242827,0.031641096,0.048276222,0.033235965,0
ACTL7A,0,0,0,0,0,0.03275785,0,0,0,0.01363392
ACTL7B,0.005980348,0,0.006936224,0,0.012903455,0,0,0,0.022250447,0.008562033
ACTL8,0.198448747,5.072466687,1.460681623,2.574494423,4.446500035,1.325902087,0.048663462,67.96785658,4.302292197,0.098348546
ACTL9,0,0,0.011571722,0,0,0,0,0,0,0
ACTN1,5.564506427,19.84366942,20.46586832,23.77551215,52.18486411,17.5753725,13.58581645,21.3194684,28.34245516,70.25855431
ACTN1-AS1,0.060800208,0.141478697,0.070518274,0.043265693,0.491944211,0.052286568,0.080759164,0.061608917,0.282766095,0.130571004
ACTN2,0.162082579,0.047892969,0.364042618,0.102523262,0.716085736,0.013274926,0.016403019,0.036497435,0.114865417,0.047883905
ACTN3,0.036407517,0.037652562,0.084453503,0.005757277,0.061097876,0.027830667,0.042985828,0.295134216,0.067728791,0.017374817
ACTN4,97.52594619,105.3572599,87.99688343,83.64976881,101.3947843,67.01793536,43.5494946,61.6566041,73.66289543,239.1612857
ACTR10,11.71572888,11.13424384,9.045264948,13.01428618,9.416681837,10.89916679,12.96212781,12.02861104,19.32431472,9.561715614
ACTR1A,26.95844962,34.53063722,32.94916221,31.61961234,26.60386997,52.74053175,30.13490797,33.7506378,30.66295402,24.91175265
ACTR1B,21.85742242,14.71683713,31.79291495,21.25656064,17.32296826,24.6478013,28.55295548,24.19696618,30.81399517,13.66390344
ACTR2,68.87467681,108.7266422,96.80217161,94.36650739,59.72100868,93.83306331,78.61280983,51.53719865,85.79978048,70.93799211
ACTR3,18.70005283,33.90227395,24.65399378,27.96183926,19.23518604,26.85640172,17.15201592,24.26717422,20.82162887,19.51198298
ACTR3B,2.819942706,1.497024984,6.374247894,2.591546061,3.704673097,2.486007573,3.189761768,7.41405638,2.627358908,1.217275498
ACTR3C,0.154165233,0.54732545,0.385710941,0.858830703,0.413415903,0.325763124,1.181834112,0.339211451,0.68830345,0.053602833
ACTR5,8.209094724,4.285067058,6.935039204,3.654964297,5.170074738,5.084822859,7.550216781,5.350680425,6.727650296,6.360869557
ACTR6,6.831915089,6.07421142,8.088351664,5.761723994,4.556696149,6.809019328,6.668940568,12.83229889,9.197128522,9.471380261
ACTR8,4.66077107,9.454674054,4.77262681,6.429073419,3.487988506,4.393306208,3.933833318,3.47470657,4.198513198,4.488611091
ACTRT1,0,0,0,0,0,0,0,0,0.018418167,0
ACTRT2,0,0,0,0,0,0,0,0,0.0372511,0
ACTRT3,2.064902419,5.508312533,0.666635091,7.150038793,0.612415337,0.402750002,4.863433687,3.853983463,1.214441593,1.107346313
ACVR1,5.098988856,5.5956633,6.484711983,11.21017359,6.216399388,7.212244055,13.94352514,5.723236805,5.704646504,4.523058128
ACVR1B,6.596042509,6.556038275,6.243804444,7.626046025,6.085514158,9.676231275,5.720439863,4.950758332,4.32587399,4.882850717
ACVR1C,0.029398339,0.04320524,0.113059314,0.149743058,0.280432276,0.042579861,0.254845885,0.056443015,0.05756804,0.050950382
ACVR2A,1.170543203,1.193185772,1.728124772,2.410659605,1.160784875,2.519301224,1.735121979,2.193350258,1.641964655,1.080132721
ACVR2B,0.709374376,0.820921512,0.65191779,0.580030697,0.618079906,0.825306809,0.622239513,1.078672591,0.544669569,1.696129288
ACVR2B-AS1,1.130492541,1.488915736,0.340908364,0.249383661,0.48783979,0.39859939,1.129203706,0.710228186,1.009464847,0.347981842
ACVRL1,5.179960562,6.166652173,7.854476426,5.813363936,6.894715245,10.25899809,3.182603297,2.042335608,6.811027316,4.971024664
ACY1,1.70640364,1.306100321,0.994597459,0.523929762,0.859711819,0.603372668,1.017078703,1.465785857,1.168250057,0.446445516
ACY3,1.039683554,2.882769928,1.345488661,1.853502288,0.802852952,1.468206825,4.326106917,2.240100233,4.377219144,1.002785313
ACYP1,4.126752182,3.150556133,2.608295124,2.628655238,7.670161124,2.964060493,2.389664112,3.617825547,5.060484015,3.761806664
ACYP2,4.072707554,2.02477562,3.334161937,1.68056363,2.764242845,1.370405243,4.077992898,2.474384896,3.364346892,2.310191411
ADA,6.939026241,6.166169428,10.71541487,6.695017075,5.274083517,4.041172363,19.75108647,11.5958697,8.704753946,8.213337367
ADA2,31.12823881,35.74308041,21.96661245,39.20498392,22.21850761,27.53309696,24.94749726,33.8190892,31.93369162,29.50355398
ADAD1,0,0,0,0,0,0,0,0,0,0
ADAD2,0.010382327,0.012884851,0.060208986,0.029552436,0.149342344,0.035714104,0.011032437,0.007013615,0.064380702,0.014864323
ADAL,0.398104194,0.856888813,0.831124081,0.676361274,1.202553236,1.258169543,1.792599223,0.564759183,1.073858394,0.495155939
ADAM10,3.144989275,11.30371386,5.584796043,6.110321125,4.839650267,5.601428192,8.007888529,3.327704612,6.724768167,4.191484295
ADAM11,0.101410158,0.138809288,0.345938701,0.09338859,0.051483973,0.061560035,0.107760153,0.07858043,0.249687797,0.520970095
ADAM12,1.183199176,2.221393466,6.824767103,11.57194932,6.098990613,8.264247344,0.720640397,0.564377672,5.196747555,2.578154938
ADAM15,73.40733036,63.83266102,44.50632741,31.76566654,62.17792268,21.24781901,57.13609807,51.80651186,88.05150653,59.74908532
ADAM17,5.114658312,7.758299071,6.695473136,12.51186164,3.002087083,6.274616676,9.895193472,3.759681093,2.843830779,10.0417211
ADAM18,0,0,0,0,0,0.012794831,0.003952449,0.007538032,0,0
ADAM19,3.015718719,8.532619877,12.39523421,15.03381744,4.016471613,7.769197592,2.133098601,3.802479344,6.675129704,8.796458733
ADAM2,0,0.004558487,0,0,0,0,0,0,0,0
ADAM20,0.01527075,0.014213674,0.017711566,0.021733464,0.032948822,0.026264881,0,0,0.066285633,0.007287684
ADAM20P1,0.023446356,0.04801136,0.130530858,0.026695246,0.060706629,0.016130596,0.009965798,0.009503287,0.139574985,0.087276861
ADAM21,0.503145738,0.059785129,0.068289705,0.007617887,0.057745144,0.046031064,0.091004458,0.564076227,0.11948942,0.030653238
ADAM21P1,0.036937902,0.005730163,0.014280637,0,0,0,0.006541807,0.024952811,0,0.008813967
ADAM22,0.180770845,0.398390279,0.707448755,0.283832026,0.186212115,2.348922306,0.032221576,0.238718772,0.247333989,0.238771864
ADAM23,0.23043667,0.094868506,1.51109645,0.296424913,0.143423075,0.907006241,0.103597117,0.026942507,0.408070976,0.091995518
ADAM28,1.84554086,2.728918449,7.018027458,3.2350579,1.198216378,2.904697494,1.036328957,1.856213231,2.119956468,1.836288272
ADAM29,0.035824866,0.004445998,0.038780907,0.016995421,0.005153151,0.012323374,0,0.014520551,0.066644888,0.006838703
ADAM30,0.004801636,0.008938512,0.005569111,0,0,0,0,0,0,0
ADAM32,0.900889101,0.071195731,0.175790177,0.370937411,0.287290717,0.085270209,0.270933971,0.094731991,0.055337021,0.300141711
ADAM33,0.058528277,0.03404801,0.755200668,0.423431266,0.215733642,0.310385399,0.046644854,0.014826692,0.539863193,0.12918338
ADAM3A,0,0,0,0,0,0,0,0,0,0
ADAM3B,0,0,0.019644376,0,0,0,0,0,0,0
ADAM5,0.004988516,0,0.011571722,0.0070997,0,0,0.010601764,0,0.055680729,0
ADAM6,0,0,0.008189219,0,0,0,0.007502787,0.014309168,0.026269882,0
ADAM7,0,0,0.007361711,0,0,0,0,0,0.029519191,0
ADAM8,3.229406854,13.26733943,9.172362009,19.15544206,3.904596193,10.02865122,10.48779733,5.259906426,11.67201649,8.595068545
ADAM9,18.75288435,17.29960493,12.70118469,13.80449107,10.30644826,6.633443249,11.89898261,2.494158546,14.93908129,22.64965896
ADAMDEC1,9.862202699,94.79346597,12.74483296,49.68236085,10.36254854,25.99573201,36.46206708,8.881691118,18.78086471,30.4700667
ADAMTS1,4.060899509,4.062904413,4.548773103,14.16495389,4.85037629,6.322803002,1.586085748,6.605090017,1.60382783,11.80385542
ADAMTS10,0.414119459,3.940445911,4.010304852,4.42388866,0.807399231,1.15421017,5.328320585,0.187062951,1.679996517,1.282219626
ADAMTS12,0.765343913,1.128137065,2.344065494,1.273545895,1.139612059,2.535101783,0.24119718,0.109104112,2.41444882,1.522785339
ADAMTS13,0.264206089,1.255105407,0.991579831,0.283788988,1.425155829,0.925988888,0.675388835,0.55059462,0.496138576,0.55668815
ADAMTS14,0.129608642,0.909802806,0.397734305,0.391977818,0.716600912,0.989207483,0.476296676,0.328331448,0.442036016,0.850483368
ADAMTS15,0.586845792,0.158731467,0.669009957,0.189170148,2.272672991,1.63047823,0.034644016,0.030494948,0.38722955,3.644387946
ADAMTS16,0.181996187,0.01581048,2.839806841,2.686885875,0.062829238,0.075125712,0.002578563,0.034424495,0.167026358,6.98656203
ADAMTS17,0.497142393,0.101221983,0.440461141,0.363595603,0.621991292,0.273143711,0.676848416,0.087457454,0.549119268,0.321278812
ADAMTS18,0.006391397,0.083285573,0.079071703,0.263792446,0.078145316,0.157564374,0.011319344,0.051811273,0.027743089,0.036602114
ADAMTS19,0.036830895,0,0.097640687,0,0,0.628947081,0,0.090636196,0.009788057,0.03013177
ADAMTS19-AS1,0,0,0.083975959,0,0,0.529251824,0,0,0.067345818,0
ADAMTS2,2.86691923,6.773662093,3.812445196,5.573760451,11.05375027,9.403501501,3.355210766,1.264044751,10.99373388,12.43290071
ADAMTS20,0,0,0.004557105,0.00279596,0,0,0.002087561,0,0.010963921,0.014063157
ADAMTS3,0.16420211,0.380078169,0.403448055,0.452013153,0.121204296,0.353023661,0.050508511,0.188279097,0.325561036,0.39284324
ADAMTS4,3.571267944,4.326143096,0.691412088,4.383157175,6.02123719,3.864449937,5.442170497,1.372733004,1.557178162,21.16144834
ADAMTS5,0.842072136,0.331937519,0.614060294,0.791509926,1.016916478,0.472865493,0.101833596,0.627219052,0.581593903,1.390027538
ADAMTS6,0.059785333,0.128296918,0.204171269,0.248170439,0.171993849,0.245643724,0.176469191,0.094236402,0.114307872,0.154545347
ADAMTS7,0.559519222,1.423601476,2.117628178,2.126992961,0.774382556,1.513158393,0.242515696,0.320780815,1.725655997,2.071163553
ADAMTS7P1,0.00875523,0.016298346,0.155704348,0.037381559,0.025187544,0.050195105,0.003101152,0.005914456,0.05429109,0.029247905
ADAMTS8,0.078638341,0.266429129,0.485224345,0.094011769,0.637972134,0.64380799,0.066849947,0.044623218,0.193103673,0.508889158
ADAMTS9,0.408966791,1.269683874,1.667123299,2.5860245,2.285053222,3.0037752,0.234981946,0.504847004,0.840101244,1.685979754
ADAMTS9-AS1,0.018426426,0.022867876,0.042743268,0.064104702,0.123690448,0.084513272,0.002175581,0.045641489,0.015234944,0.052762035
ADAMTS9-AS2,0.007869053,0.016479764,0.093549823,0.086794618,0.059425119,0.016917944,0.002090447,0.023921161,0.029277551,0.019715644
ADAMTSL1,0.342395826,0.615271219,0.219231955,0.410439412,0.170126349,1.406307024,0.096410698,0.076613579,0.325511604,0.168556738
ADAMTSL2,0.903462228,0.713510011,7.821964711,1.428683692,1.581794702,3.625783373,0.21657339,0.332901552,2.489937746,1.236865036
ADAMTSL3,0.040840984,0.650308846,0.967677864,0.209666063,0.490955682,2.591513995,0.289838796,0.147800765,0.719061945,0.689132182
ADAMTSL4,9.905102511,1.612065286,4.307469286,2.102906407,1.866083898,3.035937621,3.497474497,4.482738386,1.148051446,2.865984824
ADAMTSL4-AS1,0.368975174,0.21212092,0.182508392,0.154449613,0.409765887,0.102658753,0.092253947,0.076975901,0.131224174,0.178676111
ADAMTSL5,0.051021857,0.284940047,0.391478549,0.217844256,0.194769195,0.209261662,1.205278731,0.071585313,0.569494815,0.174190725
ADAP1,0.955603424,4.245836623,0.854076317,1.136019318,3.420246499,0.62843042,1.093091722,0.580988399,1.877048482,5.146592071
ADAP2,16.14697871,15.98623256,3.401463032,12.46218099,3.438099701,5.481305482,12.025957,4.259591255,6.556734959,5.638160422
ADAR,97.53395289,135.6364056,76.99476436,129.3315741,39.17251196,68.81560593,89.4277425,49.98842558,50.71979094,116.6687863
ADARB1,4.837150852,2.661178679,8.636305072,2.528009429,2.348596301,2.844907352,5.576428366,0.87259198,4.951310007,8.976065348
ADARB2,0,0.165010481,0.029822529,0.177194681,0.020439573,0.00465521,0.00287608,0.005485204,0.06293852,0.00581254
ADARB2-AS1,0,0,0.220017014,0,0,0,0,0,0.49404892,0.072423384
ADAT1,2.346893443,6.234498782,4.781912357,5.605983872,3.284599421,4.674740858,3.76099353,3.502891317,4.472116606,3.37819729
ADAT2,2.022549631,0.740098232,2.012350735,1.063919974,0.804333927,0.900363768,1.190485756,1.314060246,0.73775349,1.291697545
ADAT3,6.067409562,1.266819352,2.30885087,1.737899915,1.111525623,0.864165841,0.72312846,0.966684397,2.626577216,1.502412897
ADCK1,2.183455874,2.057217864,1.53312589,1.656578857,1.137365393,1.804078351,1.742976273,2.451100984,4.928011546,1.620485129
ADCK2,17.34327493,13.61517544,17.35664598,12.63001773,13.36223831,12.17205453,26.84205071,9.80895178,25.25849638,10.57262064
ADCK5,7.746638293,4.824640271,5.157401005,3.263956306,9.056940509,4.355002011,5.75613153,6.183000838,13.68711647,4.865698475
ADCY1,0.526818297,0.062639615,0.728105084,0.199041374,0.476455058,0.385227955,0.121794131,0.129993449,0.706175405,1.15168837
ADCY10,0.039397822,0.071184134,0.086014144,0.065966263,0.020001511,0.007972019,0.120669109,0.004696689,0.01293382,0.00331798
ADCY10P1,0.939231359,1.460101553,1.842417337,1.350830147,1.828685423,0.801320569,0.231735616,0.748321376,0.56243905,1.312760559
ADCY2,0.363428406,0.001510139,2.868764432,1.116441382,0.241545786,0.2009178,0.002586062,1.19520878,3.493607506,0.622523953
ADCY3,10.0633477,9.441061678,10.26631056,11.12021155,4.317285504,3.538431768,28.35457727,7.957862554,5.067945112,10.3829166
ADCY4,0.661363361,0.623790045,2.211215989,1.90259638,1.213889263,1.537913434,0.760872062,0.414605789,1.58794877,0.717096538
ADCY5,0.176377476,2.611767221,0.864768776,3.261003498,0.581218252,0.231656661,0.270909543,0.149477828,0.322148754,0.107894354
ADCY6,5.844844709,6.270066684,13.92896058,3.043270776,2.989429734,7.608721459,7.32716279,4.096956372,6.734741952,4.134365502
ADCY6-DT,0.564980992,0.26293586,0.446785452,0.073098716,0.055410323,0.176679522,0.545780345,0.624540938,0.238870997,0.036767286
ADCY7,1.966756386,3.423384456,5.026866127,2.785027197,0.679396047,2.412985725,2.564649037,0.638134171,1.735836507,3.464867271
ADCY8,0.007160165,0,0.467826816,0,0,0.004105035,0,0,0.031080078,0
ADCY9,1.602934847,2.882952848,3.259471978,2.734836234,2.219761706,1.266265782,1.827368285,0.940871305,1.663444304,1.793454134
ADCYAP1,4.430825131,0.121809254,0.190816333,0.010643019,0.072608638,1.164018552,0.409242025,28.33284814,0.243453804,0.610269314
ADCYAP1R1,0.118699235,0.017444622,1.15209436,0.213390046,0.139288185,0.694848078,0.006638517,0.012660849,0.333160708,0.017888533
ADD1,10.36268239,14.69032056,23.43367537,13.68223236,9.083183438,17.20712409,19.96638657,6.661547622,12.42971229,10.42854452
ADD2,0.680321366,0.108672787,0.740884247,0.242858703,0.331849812,0.46534344,0.063225765,0.939636864,0.244348462,0.34235093
ADD3,3.223479967,10.76034063,16.05222739,15.32633431,4.59450773,10.20554507,9.44391075,7.81545049,19.84714511,17.51348222
ADD3-AS1,0.009477461,0.017642819,0.036641004,0.020232608,0.010224487,0.010867154,0.011749396,0.025609391,0.035261783,0.029399134
ADGB,0,0,0.008491587,0.007814876,0.011847672,0.006296183,0,0.003709375,0.006809959,0
ADGRA1,0,0,0.03044984,0.003113693,0,0,0,0,0.093608926,0
ADGRA2,5.62964632,5.766944985,9.656319579,3.326452261,3.069297131,6.622629569,1.293208016,0.833016082,3.920745525,6.383906907
ADGRA3,3.082314189,2.814548136,6.306163325,1.488526934,6.302076575,3.166564991,5.086224395,2.337808646,2.864148472,2.041311792
ADGRB1,0.092836859,0.176421396,0.841215132,0.112857819,0.638484199,0.079837239,0.643280339,0.03135723,1.234114861,0.09968553
ADGRB2,0.062368032,0.51392009,2.474340384,1.133030098,0.241430692,1.252531609,0.748498759,0.602235904,0.672251234,0.512115775
ADGRB3,0.019729621,0.004080865,0.088989932,0.024959438,0,0.015081734,0.004658895,0,0.020390529,0.006277065
ADGRD1,0.043499537,0.779176765,0.309440969,0.136199625,0.08759936,0.430612819,0.050332087,0.005877084,0.316495144,0.059510144
ADGRD2,0.023087854,0.01432644,0.011901389,0.051113743,0.011070075,0.004412209,0.008177848,0.005198877,0.03340576,0.04040026
ADGRE1,1.270358591,2.761364948,0.458492428,0.617227653,0.215303558,0.554488685,7.279696868,3.181193978,1.106655112,1.098952073
ADGRE2,4.1153744,1.310110455,0.874632701,1.94686586,0.591017735,1.302688728,10.04016815,0.812620333,0.641566162,2.227793934
ADGRE3,0.065193596,0.014003249,0.116329052,0.021411714,0.032461035,0.051752091,0,0,0.027987564,0.043078766
ADGRE4P,0.426265821,0.812188456,0.494398471,0.413959806,0.054101725,0.267385804,0.314405646,0.050815956,0.158596197,0.236933215
ADGRE5,26.00927151,28.89610115,20.60666596,26.10990517,12.75347543,16.46799555,42.46106186,14.02540396,22.95077154,21.62937071
ADGRF1,0.042448851,1.575078533,0.002661282,0.189404721,0.019803125,0.04143798,0.854592292,0.118577666,0.354286467,0
ADGRF2,0.011123728,0.004141487,0.018062382,0,0.100804331,0,0.002364052,0.004508674,0.012416062,0.015925783
ADGRF3,0.177809738,0.319509536,0.481203675,0.274148734,0.047956235,0.152911664,0.178446773,0.075072834,0.105665483,0.236890841
ADGRF4,0.004195591,0.023430975,0.034063383,0.011942403,0.072420687,0.021648582,0.726703874,0.017005587,0.039025223,0.132149716
ADGRF5,1.95972327,3.510731102,3.342438919,5.23716575,2.60811806,6.778037525,1.184441836,1.179333645,2.02581284,3.697063991
ADGRG1,16.40594498,16.86690104,18.08298975,19.75493854,23.66377211,10.53523318,17.2341978,13.13283828,12.33329109,15.4949888
ADGRG2,0.507165338,0.045640986,1.387699628,0.097702498,0.299264851,0.224098531,0.049128293,0.01703573,0.646360689,1.432153692
ADGRG3,0.15808054,0.222695116,0.163526159,0.261465107,0.129057797,0.191057945,0.572036805,0.138536809,0.317920798,0.581099785
ADGRG4,0,0,0,0,0.051802106,0,0,0,0.010508996,0
ADGRG5,3.46928978,2.690570877,3.905377187,4.390832014,1.033385474,1.643327872,0.506348368,2.744355114,3.16137519,1.823888615
